lam	POLY1	POLY2	POLY3	POLY4	POLY5	POLY6	POLY7	POLY8	POLY9	POLY11
1628	69.0568924	89.99473572	89.77205658	91.66075897	75.21513367	87.3147049	91.45602417	86.85186768	88.76613617	88.72438049
1624	69.80461121	90.18062592	89.8380127	91.26958466	75.6521225	87.94297028	91.00305939	87.33596802	88.57740021	88.93089294
1620	68.64847565	90.00222015	89.42785645	91.78588104	75.76065063	87.45740509	91.50649261	86.8116684	88.61351776	88.59804535
1616	69.56456757	90.16139984	90.00746918	91.36206055	75.23358154	87.82463837	91.3588562	87.06715393	88.57134247	88.50994873
1612	68.47433472	89.98480225	89.29837799	91.88473511	75.9747467	87.72312164	91.23246765	86.9214859	88.34922028	88.89345551
1608	69.02674103	90.12253571	90.03129578	91.45187378	75.21643066	87.79025269	91.94535065	86.85004425	88.57000732	88.53466034
1604	68.68959045	90.06560516	89.33602142	92.01870728	75.96388245	87.93014526	91.11612701	87.02058411	88.32754517	88.59809875
1600	68.16093445	90.01431274	90.02371216	91.71529388	75.27844238	87.87423706	91.92727661	86.75648499	88.26863098	88.78878021
1596	69.17798615	90.16017151	89.36221313	91.78696442	76.00618744	87.86335754	91.94895935	86.83938599	88.40620422	88.40434265
1592	67.82710266	89.96762848	89.8908844	92.17794037	75.26045227	88.16429138	91.30499268	86.89582062	88.25672913	88.80294037
1588	68.1288147	90.00209808	89.65898895	91.86838531	76.01529694	87.75656891	91.91509247	86.5765686	88.06733704	88.34168243
1584	68.87390137	90.13772583	89.42417908	91.94216919	75.47293091	88.36050415	92.35631561	87.04904938	88.12115479	88.72333527
1580	67.82918549	89.99187469	90.04273224	92.34548187	75.67094421	88.00830841	91.91871643	86.50920105	88.19826508	88.37573242
1576	67.32930756	89.90673065	89.59881592	92.30158234	76.03204346	87.96615601	91.57368469	86.65181732	88.13530731	88.45731354
1572	68.16432953	89.99223328	89.41240692	92.03659058	75.3468399	88.46625519	91.82697296	86.91524506	87.91596222	88.5440979
1568	68.52657318	90.04982758	89.94673157	92.12591553	75.74608612	88.17513275	92.32926941	86.4145813	87.76927948	88.10333252
1564	67.91631317	89.98678589	89.85147095	92.41995239	76.09909058	87.95933533	92.59823608	86.43379974	87.71727753	88.45823669
1560	67.12952423	89.85630798	89.39632416	92.6183548	75.57803345	88.36730957	92.53944397	86.82850647	87.68128967	88.41898346
1556	66.94459534	89.81233978	89.43880463	92.65753937	75.49152374	88.65541077	92.42576599	86.77108002	87.70054626	88.05049133
1552	66.99788666	89.78305817	89.72429657	92.64361572	75.82756042	88.51306152	92.41191864	86.43869019	87.60232544	87.97885132
1548	67.3287735	89.82100677	90.03938293	92.61103058	76.20760345	88.22455597	92.31962585	86.23906708	87.58882904	88.27346039
1544	67.55230713	89.80254364	89.99433136	92.57670593	76.08113098	88.12789154	92.319664	86.33473206	87.47666168	88.32991791
1540	67.69168091	89.81185913	89.85128021	92.62533569	75.81672668	88.28235626	92.41832733	86.57653046	87.4197998	88.17077637
1536	67.62111664	89.75	89.69944	92.66769409	75.62506866	88.39873505	92.57170868	86.66704559	87.26963043	87.92028809
1532	67.49597931	89.71916199	89.62625885	92.79254913	75.60700989	88.54685974	92.82859039	86.73046875	87.21862793	87.76963043
1528	67.37766266	89.69206238	89.56501007	92.89218903	75.66921997	88.70531464	93.00608063	86.75380707	87.22715759	87.62628174
1524	67.0933075	89.58542633	89.5013504	92.95214081	75.71976471	88.72714996	93.05609131	86.67511749	87.19377899	87.49036407
1520	66.72312927	89.55496216	89.59228516	93.12628174	75.77352905	88.75536346	92.9185257	86.69371796	87.25379944	87.4768219
1516	66.59295654	89.52463531	89.61450195	93.15838623	75.79560852	88.73223877	92.61608124	86.65202332	87.1306839	87.37908173
1512	66.86840057	89.5957489	89.79865265	93.09696198	75.79805756	88.66719818	92.49113464	86.68717194	86.95653534	87.4043808
1508	67.6781311	89.63021088	89.98351288	92.94733429	75.76112366	88.47186279	92.93288422	86.56996155	86.83046722	87.48231506
1504	67.94660187	89.59281158	90.09979248	93.04294586	75.84306335	88.42644501	93.28279114	86.45832062	86.96097565	87.59712982
1500	67.14569855	89.36477661	89.94724274	93.27832794	76.05726624	88.44095612	92.79537201	86.15135193	86.78825378	87.5391922
1496	66.64344025	89.3796463	89.69765472	93.37442017	76.37264252	88.75844574	92.76906586	86.06606293	86.67327118	87.2911377
1492	67.67730713	89.48275757	89.53103638	93.12670898	76.51280975	88.97766113	93.36676025	86.22449493	86.74892426	86.89787292
1488	67.72186279	89.30873871	89.92852783	93.35741425	76.26428223	88.78173065	92.85656738	86.57144165	86.53232574	87.14549255
1484	66.73782349	89.21333313	90.13934326	93.4727478	76.01881409	88.52090454	93.11999512	86.48872375	86.54425812	87.26968384
1480	67.75786591	89.36611938	89.72138977	93.26284027	76.21730804	88.69251251	93.35012817	86.07053375	86.49555969	86.76584625
1476	67.40014648	89.07312012	89.74185944	93.5306015	76.61401367	88.98733521	92.95732117	86.25541687	86.35255432	86.87039185
1472	67.14608765	89.19044495	90.20084381	93.42279816	76.36262512	88.62219238	93.48086548	86.58764648	86.32830048	86.95661163
1468	68.06985474	89.06006622	89.66567993	93.5771637	76.25071716	88.75909424	93.00682831	86.06558228	86.24626923	86.46366882
1464	67.21557617	89.05480194	90.00019073	93.47877502	76.73721313	88.9561615	93.4487915	86.38469696	86.15274048	86.87574768
1460	68.17873383	88.90579224	89.91416931	93.60264587	76.25914764	88.491539	93.17725372	86.37677765	86.12021637	86.22351837
1456	67.63111115	88.9890213	89.89016724	93.51526642	76.67877197	89.04302979	93.16545105	86.14454651	85.95893097	86.67663574
1452	67.88657379	88.73951721	90.03778076	93.73973083	76.48343658	88.54275513	93.63191223	86.52042389	85.96081543	86.21182251
1448	68.51742554	88.87178802	89.94513702	93.54946136	76.65703583	89.00485229	93.16560364	86.11967468	85.89976501	86.20429993
1444	67.54374695	88.71923828	89.86692047	93.59731293	76.49620056	88.57307434	93.16893768	86.41244507	85.78379059	86.48355865
1440	68.42218781	88.53352356	90.22021484	93.78083038	76.83214569	88.92331696	93.62132263	86.3224411	85.68867493	85.96743774
1436	68.84914398	88.69406128	89.76824951	93.6924057	76.49330139	88.79254913	93.52870941	86.24555969	85.71278381	85.96466064
1432	68.14304352	88.55861664	90.08890533	93.55323029	76.8837204	88.52832794	93.19020844	86.58567047	85.5996933	86.13930511
1428	68.10858154	88.28439331	90.11030579	93.65122986	76.62161255	88.91708374	93.07307434	86.07321167	85.48004913	86.03227997
1424	68.92713928	88.24112701	89.81625366	93.79714966	76.62358856	88.77819824	93.25914764	86.27217865	85.43869019	85.83258057
1420	69.52651978	88.27898407	89.97203827	93.76441193	76.99510956	88.49564362	93.4394455	86.64810181	85.31614685	85.53200531
1416	69.53029633	88.25764465	90.23539734	93.68029022	76.89481354	88.65179443	93.50698853	86.41630554	85.19802856	85.42784119
1412	69.40116882	88.23268127	90.27713776	93.65656281	76.69448853	88.89632416	93.53990936	86.18506622	85.14312744	85.39051056
1408	69.32776642	88.16708374	90.09363556	93.62314606	76.74249268	88.87083435	93.5398941	86.22823334	85.09833527	85.37633514
1404	69.46159363	88.11138153	90.01855469	93.63736725	76.93774414	88.759758	93.48981476	86.45037079	85.06439209	85.34269714
1400	69.79376984	88.08475494	90.01324463	93.73320007	77.12648773	88.7586441	93.44052124	86.66299438	85.11199951	85.44779205
1396	70.04415131	88.04042816	90.05458069	93.77695465	77.23834991	88.64263153	93.40533447	86.80652618	85.0981369	85.67480469
1392	70.53556824	87.82866669	89.9084549	93.66578674	77.21168518	88.46789551	93.01141357	86.75609589	84.83966064	85.60482025
1388	71.03847504	87.93869019	90.21964264	93.93386078	77.39245605	88.68463898	93.33350372	86.9723053	84.96040344	85.79685974
1384	71.25013733	87.57467651	90.13027954	93.77583313	77.33893585	88.60570526	93.44030762	86.95533752	84.76735687	85.41252899
1380	70.68733978	87.22491455	90.0168457	93.46087646	77.19970703	88.56538391	93.3720932	86.78330994	84.59409332	85.01808929
1376	70.66395569	87.47695923	90.39125061	93.57289886	77.39993286	88.83240509	93.22177887	86.89173126	84.75926208	85.58007813
1372	71.28952789	87.70102692	90.74808502	93.76391602	77.42845154	89.04039001	93.21221924	86.76939392	84.68592072	85.45740509
1368	72.10921478	87.03229523	90.31327057	93.37006378	76.9197464	88.54629517	93.1546402	86.30636597	84.29920959	84.89089966
1364	71.70400238	87.12743378	90.30970764	93.47187805	77.21366882	88.66545868	93.05371857	86.95079803	84.57543182	85.596138
1360	71.96611786	87.31602478	90.41395569	93.57919312	77.42881775	88.64756775	93.32015228	87.25756073	84.51241302	85.22479248
1356	72.95664215	86.95315552	90.78383636	93.46887207	77.50174713	88.96048737	93.03227234	86.95687866	84.46421051	85.47566986
1352	72.20355225	87.03182983	90.39212799	93.33705902	77.23918915	88.66466522	93.12451172	86.81672668	84.35017395	85.39506531
1348	73.62138367	86.75662231	90.48084259	93.29727936	77.33764648	88.51806641	92.76751709	87.26552582	84.22354126	85.16040802
1344	72.79972076	86.84269714	90.75648499	93.21298218	77.49760437	88.86856079	93.15538025	87.02735138	84.30208588	85.61411285
1340	74.18627167	86.51142883	90.42411041	93.12290192	77.26808929	88.49532318	92.58546448	87.17585754	84.15490723	85.43364716
1336	73.6193924	86.72846985	90.82376099	93.17066956	77.5546875	88.87626648	92.86460114	87.26641846	84.13793945	85.22916412
1332	74.29769897	86.36418152	90.49936676	92.90174866	77.32131958	88.52703094	92.94799805	87.20717621	84.16114807	85.36212158
1328	75.04197693	86.29691315	90.79442596	92.92250061	77.53523254	88.87984467	92.45391083	87.34075165	84.08544159	85.56778717
1324	74.52568817	86.41807556	90.73614502	92.91678619	77.30976105	88.55871582	92.3247757	87.53952026	83.9842453	85.67419434
1320	74.84358215	86.18082428	90.56394196	92.65364838	77.43022156	88.68202972	92.49835968	87.18367004	83.87504578	85.73606873
1316	75.86717224	85.91633606	90.91612244	92.49165344	77.41441345	88.82553101	92.64026642	87.65938568	83.86979675	85.7813797
1312	76.40380096	85.80927277	90.92566681	92.41226196	77.29858398	88.61933136	92.59684753	87.72141266	83.86739349	85.76076508
1308	76.52497864	85.79876709	90.68499756	92.38558197	77.37941742	88.60939789	92.4731369	87.42867279	83.84922791	85.73186493
1304	76.68254089	85.73025513	90.67133331	92.26633453	77.41801453	88.74886322	92.34181976	87.49800873	83.74004364	85.52841187
1300	76.77929688	85.68675232	90.84263611	92.18399811	77.35009003	88.89454651	92.25061798	87.8307724	83.72041321	85.56601715
1296	77.21102142	85.53362274	90.92493439	91.98191071	77.25813293	88.89846039	92.16099548	87.98703766	83.66362	85.9176712
1292	77.67086029	85.3953476	90.99705505	91.82816315	77.18373871	88.87147522	91.9355545	88.09397125	83.69523621	85.96805573
1288	78.17098999	85.19304657	91.03547668	91.59442902	77.10484314	88.84358215	91.51238251	88.12238312	83.7154541	85.6880188
1284	78.67667389	85.03837585	91.0567627	91.38822937	77.06138611	88.85471344	91.13497925	88.18061066	83.72555542	86.08139038
1280	78.6837616	85.05628967	90.95898438	91.28192902	77.02341461	88.93546295	91.36724854	88.2443924	83.57273865	85.83642578
1276	78.45973969	85.12039185	90.89920807	91.25457764	77.01331329	88.98991394	91.51995087	88.29637146	83.61710358	86.15412903
1272	78.90302277	84.93170166	90.86959076	91.02072906	77.03926849	89.00527191	90.79135895	88.24835205	83.6661911	85.91848755
1268	79.88751221	84.61526489	91.01058197	90.67550659	77.06562042	88.84039307	90.99549866	88.07888794	83.52964783	86.27227783
1264	79.58344269	84.78237152	91.18726349	90.68577576	76.98154449	88.8345871	90.87866211	88.15957642	83.67192841	86.1628952
1260	79.97007751	84.47145844	91.03599548	90.31580353	76.75276184	89.07804871	90.45569611	88.54812622	83.49723053	86.04254913
1256	80.54178619	84.44930267	90.94425201	90.19366455	76.69880676	89.115448	90.56895447	88.53074646	83.64245605	86.26057434
1252	80.34159851	84.27066803	91.18430328	89.88705444	76.77796173	88.95427704	90.31103516	88.31996155	83.56604767	86.38327026
1248	80.84951782	84.31613159	90.9537735	89.82275391	76.47719574	89.24668121	89.75441742	88.77303314	83.4956131	86.45729065
1244	81.16002655	83.9713974	91.22415161	89.35432434	76.58864594	89.07499695	90.24623108	88.47444153	83.66342926	86.48082733
1240	80.87348175	84.12130737	90.98986816	89.32013702	76.32479858	89.33883667	89.83335114	88.89330292	83.64681244	86.49198151
1236	81.56438446	83.98206329	91.20693207	89.08441925	76.42606354	89.18403625	89.27075958	88.57709503	83.60959625	86.42967224
1232	81.97596741	83.66582489	91.09207916	88.66052246	76.06128693	89.32990265	88.97930908	88.92171478	83.54534149	86.34868622
1228	81.76451111	83.53993988	90.99999237	88.33282471	76.1734848	89.46295929	88.95275879	88.96514893	83.5585022	86.22651672
1224	81.58677673	83.53572845	91.18525696	88.08217621	76.04950714	89.36363983	88.92138672	88.77109528	83.56075287	86.29917145
1220	81.68234253	83.5157547	91.25304413	87.88306427	75.74493408	89.45087433	88.77606964	88.99282837	83.61988068	86.50876617
1216	81.78418732	83.40699768	91.14176941	87.57627106	75.62173462	89.55379486	88.43856812	89.17726898	83.65188599	86.20659637
1212	81.84353638	83.31436157	91.07615662	87.27598572	75.67086792	89.69926453	88.09132385	89.2851944	83.7677536	86.38954926
1208	81.85792542	83.15478516	91.03468323	86.9154129	75.61392212	89.76435089	87.68797302	89.27304077	83.8758316	86.18096924
1204	81.96704102	82.97433472	91.05812073	86.55088806	75.50506592	89.84223175	87.75411224	89.32071686	83.84642792	86.38127899
1200	82.1469574	82.81267548	91.02097321	86.24674988	75.35975647	89.87406158	87.9329834	89.31193542	83.77020264	86.05955505
1196	82.45310974	82.86265564	91.05401611	86.082901	75.2113266	89.93305206	87.52087402	89.42835999	83.96434784	86.1714325
1192	82.00271606	82.8861084	91.15061188	85.70358276	74.96015167	89.89595795	86.83421326	89.51657867	83.93914032	86.20524597
1188	81.60751343	82.57909393	91.11091614	85.1882782	74.64232635	89.90362549	87.3367157	89.43301392	84.02867126	86.09387207
1184	82.10224152	82.64832306	90.91584015	85.08288574	74.38964081	90.02307892	86.26354218	89.25384521	84.01943207	85.9426651
1180	81.25429535	82.45449066	90.9821167	84.44759369	74.48230743	90.15671539	86.79483032	89.47910309	84.2207489	85.79484558
1176	81.6463623	82.48516846	91.02563477	84.35108948	74.35124207	90.08022308	85.94255066	89.61749268	84.13744354	85.7951889
1172	80.71674347	82.22421265	90.88331604	83.69972992	73.90842438	90.23683929	85.82402802	89.39402008	84.27996826	85.79586792
1168	81.03218079	82.3427887	90.9808197	83.49623871	74.08492279	90.14291382	86.05383301	89.69843292	84.45104218	85.73432159
1164	80.44999695	82.13526917	90.81878662	83.08744049	73.54925537	90.29016876	85.29125977	89.44015503	84.4679184	85.55928802
1160	79.73065186	82.00294495	90.84422302	82.54414368	73.74094391	90.20656586	84.82772827	89.72081757	84.49724579	85.25326538
1156	79.63672638	82.02949524	90.87724304	82.13956451	73.19541931	90.36416626	84.59812164	89.57345581	84.53410339	85.38548279
1152	79.43928528	82.00881195	90.71292877	81.79319763	73.16587067	90.33792877	84.39492798	89.50481415	84.63784027	85.14287567
1148	79.02818298	81.95761871	90.64717102	81.38516998	73.19431305	90.26290131	84.0559082	89.68200684	84.77371216	85.14901733
1144	78.50817108	81.87824249	90.65644073	80.93099976	72.8867569	90.22969818	83.7226181	89.78377533	84.95585632	84.84934235
1140	77.88824463	81.78127289	90.63902283	80.44392395	72.5690155	90.22722626	83.61644745	89.7556839	85.08416748	84.90894318
1136	77.17967224	81.68074799	90.59408569	79.92002869	72.25453186	90.19611359	83.71968842	89.69284058	85.07589722	84.81484985
1132	76.23358154	81.54058838	90.48204041	79.50143433	72.05815125	90.11655426	83.54551697	89.67134094	85.15629578	84.57049561
1128	75.71173096	81.57323456	90.36716461	79.18573761	71.89497375	90.0262146	82.62612152	89.66802979	85.36299133	84.38642883
1124	75.52606201	81.57558441	90.32400513	78.65988159	71.82025909	89.99357605	82.87995148	89.61128998	85.36694336	84.27464294
1120	74.43067169	81.41616058	90.27328491	78.0646286	71.78868103	89.97126007	82.34083557	89.43125153	85.58287811	84.1633606
1116	73.93321991	81.50974274	90.28194427	77.77141571	71.57052612	89.88729095	82.39025879	89.36231995	85.63967896	84.23796844
1112	73.16589355	81.37579346	90.12875366	77.13257599	71.13837433	89.64588928	81.61321259	89.51166534	85.81607056	84.23438263
1108	72.56243896	81.45031738	90.14239502	76.76725006	71.1859436	89.6756134	81.92251587	89.37610626	85.97839355	84.05125427
1104	71.36326599	81.37985229	89.99191284	76.2886734	70.94715118	89.35266876	81.54605103	89.34663391	86.09077454	83.88512421
1100	70.89875793	81.3172226	89.97518921	75.67224121	70.80549622	89.32313538	80.95777893	89.19955444	86.18701172	83.99899292
1096	70.35888672	81.33374786	89.82876587	75.15905762	70.45889282	88.99736786	80.59638977	89.30390167	86.31089783	83.80599213
1092	69.49885559	81.34764099	89.73625183	74.68551636	70.56918335	88.73944855	80.2520752	89.02748871	86.42850494	83.76602936
1088	68.64697266	81.36260986	89.69289398	74.19975281	70.26145935	88.59643555	80.05002594	88.95188904	86.60560608	83.84165192
1084	67.88421631	81.34250641	89.60374451	73.66947937	69.95352173	88.34965515	79.99732208	88.93684387	86.77163696	83.78613281
1080	67.11953735	81.34165192	89.50862885	73.11660004	69.78520966	88.02033997	79.9585495	88.92646027	86.86289978	83.67557526
1076	66.26370239	81.33390808	89.41416168	72.59806824	69.6447525	87.67758942	79.68514252	88.8285141	86.93391418	83.66558838
1072	65.1749115	81.41439056	89.33615875	72.16153717	69.52218628	87.35908508	79.02811432	88.72610474	87.18076324	83.7157135
1068	64.2980957	81.45071411	89.20815277	71.62531281	69.35396576	86.97580719	79.16772461	88.53284454	87.22463989	83.76024628
1064	63.88882446	81.46070099	89.06616211	71.05059052	69.31577301	86.48243713	78.62275696	88.37989044	87.45985413	83.81344604
1060	62.66960526	81.55532837	88.98912048	70.58942413	69.35295868	85.99868011	78.77890778	88.35534668	87.51701355	83.74044037
1056	62.24396896	81.55451202	88.91466522	70.01358032	69.10735321	85.70291138	78.22242737	88.24493408	87.63314819	83.9262085
1052	61.33142853	81.61992645	88.76930237	69.45951843	69.00588989	85.03969574	77.91798401	88.03033447	87.77145386	83.87846375
1048	60.38213348	81.72809601	88.68045044	68.97200012	68.99789429	84.72198486	77.9369278	88.00951385	87.90901947	84.00727844
1044	59.82490158	81.78163147	88.57531738	68.42998505	68.82090759	84.05116272	77.82485199	87.80483246	88.01494598	84.11071777
1040	59.15077972	81.8636322	88.43344879	67.89741516	68.68325043	83.52760315	77.57954407	87.60055542	88.12731934	84.1771698
1036	58.47939682	81.90786743	88.31878662	67.33522797	68.77285767	83.05847931	77.32740021	87.52425385	88.18503571	84.23075104
1032	57.75598907	82.0209198	88.20328522	66.80961609	68.72442627	82.4756546	76.99989319	87.42220306	88.28036499	84.3119812
1028	57.0045166	82.15814209	88.15810394	66.28911591	68.62216949	81.88266754	76.75176239	87.27325439	88.39709473	84.4606781
1024	56.23259735	82.27172089	88.02979279	65.75108337	68.56415558	81.26365662	76.80464172	87.11711121	88.45278931	84.60121155
1020	55.7118187	82.32221222	87.88382721	65.18476868	68.5747757	80.62374878	76.52418518	86.92800903	88.51425171	84.66887665
1016	55.13695526	82.49333954	87.758255	64.69083405	68.61804962	79.94258118	76.44378662	86.73235321	88.55193329	84.77444458
1012	54.48275757	82.60895538	87.72966003	64.16041565	68.54341125	79.24337006	76.1722641	86.53020477	88.61288452	84.89179993
1008	53.91090012	82.76924896	87.58256531	63.62392807	68.49314117	78.66305542	76.20563507	86.4348526	88.62273407	85.01100159
1004	53.45740509	82.88182068	87.47520447	63.10193634	68.62892151	77.88414764	76.08033752	86.16661072	88.5936203	85.06512451
1000	52.86086273	83.01977539	87.3339386	62.56580353	68.56047821	77.29922485	75.88346863	86.0789566	88.58210754	85.14295959
996	52.37597656	83.21199799	87.30513	62.05254364	68.67077637	76.58505249	75.8367691	85.8713913	88.56498718	85.22357941
992	51.90523911	83.38084412	87.20695496	61.53701019	68.75650024	75.88837433	75.75423431	85.71174622	88.48247528	85.30264282
988	51.48548508	83.54120636	87.09344482	61.04844284	68.8000412	75.23332977	75.69956207	85.55828857	88.42826843	85.354599
984	51.09227371	83.72673035	86.96696472	60.52628326	68.8651886	74.56529999	75.58050537	85.37783813	88.29714203	85.36394501
980	50.74131012	83.92658234	86.92444611	60.03305435	68.99410248	73.90749359	75.53624725	85.23653412	88.19916534	85.41075897
976	50.37636185	84.12718201	86.86048889	59.53916931	69.10788727	73.25691223	75.5522995	85.06324005	88.047966	85.41060638
972	50.06636429	84.32817078	86.77986908	59.04335403	69.2546463	72.62457275	75.51172638	84.89131165	87.85658264	85.40100098
968	49.78128433	84.54085541	86.68851471	58.56924057	69.38941956	72.01376343	75.52690125	84.75281525	87.66161346	85.36286163
964	49.52610016	84.77560425	86.64199829	58.08324814	69.53407288	71.39163971	75.56129456	84.60779572	87.40623474	85.31589508
960	49.30957031	85.00041962	86.60150146	57.63625336	69.71076965	70.8380127	75.6190567	84.4744873	87.17101288	85.25358582
956	49.1158638	85.21621704	86.5608902	57.16403198	69.88328552	70.26673889	75.67224884	84.34309387	86.86823273	85.17312622
952	48.94412231	85.42954254	86.52813721	56.70113373	70.05828857	69.74150085	75.74360657	84.21768188	86.52241516	85.06619263
948	48.83440018	85.67024231	86.47761536	56.25342178	70.23629761	69.22084808	75.82556915	84.08090973	86.15145111	84.94876099
944	48.75239944	85.92679596	86.47548676	55.81993484	70.44152069	68.7689743	75.97042847	83.98782349	85.76216888	84.83620453
940	48.67626953	86.13185883	86.43925476	55.3711586	70.63480377	68.30390167	76.09294891	83.87010193	85.3118515	84.70478058
936	48.66957474	86.38282776	86.43206024	54.95393753	70.83480835	67.90692902	76.26805878	83.77245331	84.81808472	84.5695343
932	48.6645813	86.62358856	86.43778229	54.53464508	71.02383423	67.53386688	76.41549683	83.68933868	84.31128693	84.41603851
928	48.73787308	86.86586761	86.45248413	54.11625671	71.2521286	67.20152283	76.62514496	83.64051056	83.76782227	84.28824615
924	48.82902908	87.11467743	86.47898102	53.71553421	71.43408966	66.92481995	76.86737061	83.55554199	83.15895081	84.12390137
