lam	POLY1	POLY2	POLY3	POLY4	POLY5	POLY6	POLY7	POLY8	POLY9	POLY11
920	48.94615555	87.33415985	86.49993134	53.31439209	71.63899994	66.66470337	77.10978699	83.49529266	82.50311279	84.00788116
916	49.10586929	87.58348083	86.54315186	52.93124771	71.82639313	66.45884705	77.39111328	83.49669647	81.83085632	83.85572052
912	49.29512024	87.79931641	86.6185379	52.56302261	72.00656891	66.32343292	77.72550964	83.47784424	81.14090729	83.77159119
908	49.53361893	88.02058411	86.68921661	52.19004822	72.17930603	66.22952271	78.04162598	83.45793915	80.36353302	83.67688751
904	49.80763245	88.24560547	86.76920319	51.84424973	72.33534241	66.19371033	78.40337372	83.47948456	79.5767746	83.61612701
900	50.12248611	88.44841766	86.86463165	51.49728012	72.46805573	66.21318817	78.77641296	83.49986267	78.73838806	83.5578537
896	50.48366928	88.64152527	86.97173309	51.16986465	72.58571625	66.2856369	79.18212891	83.54264069	77.88012695	83.53384399
892	50.86008835	88.80548096	87.07526398	50.83574677	72.66407013	66.41910553	79.597229	83.59008789	76.95783997	83.52487946
888	51.29603195	88.96973419	87.20717621	50.52193451	72.72398376	66.62857056	80.06394196	83.66931915	76.02307129	83.56673431
884	51.75799179	89.12278748	87.35406494	50.22088242	72.76016998	66.89430237	80.55316162	83.76696014	75.03678894	83.63273621
880	52.25784683	89.24588013	87.5043335	49.93280029	72.76121521	67.23688507	81.0627594	83.87584686	74.03423309	83.7219162
876	52.79560089	89.34799194	87.66761017	49.65035248	72.71751404	67.65619659	81.6108017	84.00234222	72.98870087	83.85262299
872	53.36210632	89.41159058	87.84269714	49.37942505	72.64458466	68.1435318	82.16823578	84.14903259	71.93079376	84.00193787
868	53.95539856	89.46518707	88.01374817	49.12361908	72.5207901	68.69485474	82.74362183	84.29804993	70.83612823	84.16230774
864	54.58175659	89.48660278	88.22592163	48.88940811	72.35958862	69.34410095	83.36671448	84.48713684	69.72881317	84.36695099
860	55.23453903	89.47327423	88.43292236	48.66627121	72.15484619	70.07019043	84.00120544	84.69806671	68.60731506	84.58882904
856	55.89406967	89.40891266	88.62651062	48.43873596	71.88648224	70.85194397	84.63400269	84.88571167	67.45097351	84.80345154
852	56.56742477	89.32176971	88.84093475	48.23778152	71.58403778	71.71820831	85.29113007	85.11299133	66.2904129	85.02674103
848	57.25408173	89.19471741	89.07233429	48.05366898	71.23995209	72.67470551	85.98462677	85.36201477	65.12127686	85.26544952
844	57.92693329	89.00356293	89.28289795	47.87036896	70.82826233	73.68370819	86.66385651	85.60108948	63.91215515	85.48166656
840	58.60147476	88.78191376	89.52349091	47.71178436	70.39209747	74.77939606	87.37273407	85.88127136	62.72249222	85.70249939
836	59.24845886	88.51011658	89.74836731	47.56906128	69.89965057	75.9202652	88.06864929	86.15149689	61.51468277	85.88936615
832	59.88132858	88.18453217	89.97882843	47.4364357	69.36615753	77.12051392	88.77900696	86.44271088	60.29872894	86.05651093
828	60.44651794	87.80107117	90.19391632	47.31615829	68.79058075	78.32118225	89.45523834	86.72601318	59.09542465	86.17233276
824	60.9726181	87.36598206	90.3914566	47.2118187	68.18178558	79.539711	90.12158203	87.01273346	57.88037109	86.25002289
820	61.43128967	86.86785126	90.59209442	47.12664795	67.53749084	80.75435638	90.76038361	87.30744934	56.67902756	86.28855133
816	61.80891418	86.31267548	90.77252197	47.05238342	66.86980438	81.92462921	91.36730194	87.59043121	55.46701431	86.26890564
812	62.09217834	85.69993591	90.92449188	46.99800491	66.18482971	83.0269165	91.9295578	87.86732483	54.27695465	86.20497131
808	62.27680588	85.01974487	91.05486298	46.95977402	65.48145294	84.01937103	92.4305954	88.13058472	53.09943008	86.08181763
804	62.35834885	84.29040527	91.17134094	46.93785477	64.77767181	84.89332581	92.88080597	88.39212036	51.93959045	85.92399597
800	62.31071854	83.48576355	91.24422455	46.9396019	64.06612396	85.5895462	93.25139618	88.62731171	50.78216171	85.71144104
799	61.74871826	83.44638062	91.33986664	46.85145187	65.94262695	86.34710693	93.31440735	88.66989136	50.33136749	85.87835693
798	61.71883392	83.25796509	91.35534668	46.85662842	65.74275208	86.38959503	93.43968964	88.74869537	50.06280518	85.82191467
797	61.64406967	83.04022217	91.32407379	46.8543129	65.54776001	86.46904755	93.49007416	88.76932526	49.76239395	85.66196442
796	61.61658096	82.85090637	91.37923431	46.87889481	65.39797211	86.59407806	93.5593338	88.87618256	49.498909	85.59645081
795	61.52116776	82.47143555	91.3299942	46.8633194	65.19005585	86.68984985	93.56617737	88.87194824	49.18319702	85.60702515
794	61.46364975	82.31278229	91.33544922	46.87220001	65.00115204	86.83575439	93.61192322	88.94171143	48.93205643	85.5686264
793	61.37236786	82.12303162	91.31819916	46.86257935	64.81471252	86.75214386	93.66573334	88.98386383	48.64744949	85.36386871
792	61.2677803	81.85331726	91.35274506	46.87714386	64.6353302	86.74458313	93.67817688	89.00968933	48.37134933	85.29384613
791	61.21714783	81.63130951	91.34301758	46.91205215	64.49705505	86.79182434	93.76615906	89.06520844	48.09021378	85.24503326
790	61.09797287	81.35274506	91.32850647	46.92292404	64.30688477	86.83085632	93.79399109	89.11634064	47.82817841	85.22061157
789	60.96918106	81.15066528	91.31931305	46.92979813	64.12776947	86.88571167	93.74385834	89.1377182	47.56310272	85.22209167
788	60.85289764	80.88680267	91.2845459	46.95015717	63.97089386	86.68313599	93.76126099	89.14404297	47.29999924	85.04958344
787	60.7155571	80.63743591	91.25442505	46.96837234	63.80368042	86.61956024	93.79004669	89.20747375	47.02931595	84.92871094
786	60.60894012	80.3950119	91.27212524	46.98249817	63.63017654	86.54695892	93.7648468	89.24355316	46.75867844	84.86914063
785	60.42760086	80.10616302	91.18622589	46.9895134	63.43939209	86.46463013	93.7228775	89.22590637	46.46893692	84.84866333
784	60.27236557	79.86710358	91.21018982	47.0111084	63.29790878	86.27535248	93.72916412	89.26117706	46.21912003	84.85469818
783	60.13491821	79.5486908	91.10255432	47.02785492	63.11803436	86.10225677	93.63163757	89.27639008	45.94916153	84.61616516
782	59.97435379	79.32883453	91.13658142	47.09093094	62.99438477	85.94831848	93.64447784	89.34275818	45.7189827	84.60092163
781	59.78686905	79.03767395	91.07430267	47.08063126	62.81997681	85.8008194	93.56162262	89.32265472	45.43844604	84.59389496
780	59.60046005	78.76040649	91.00910187	47.0991478	62.64654541	85.6111145	93.47935486	89.32798767	45.18349075	84.53031921
779	59.38824463	78.47511292	90.95852661	47.14393616	62.49121857	85.24433136	93.4207077	89.33148193	44.91378784	84.34667969
778	59.22561264	78.22341156	90.92009735	47.17253876	62.38304901	85.01290894	93.35096741	89.35764313	44.67868423	84.31404877
777	58.97885513	77.87567139	90.8429184	47.19389343	62.21969223	84.72814941	93.24432373	89.33062744	44.40369034	84.30059814
776	58.76689148	77.60440826	90.78727722	47.24316406	62.05276871	84.50285339	93.14026642	89.34490967	44.14742279	84.29367065
775	58.56244659	77.31072998	90.7486496	47.26449585	61.92194366	84.17024231	93.03082275	89.3205719	43.90494156	84.2252655
774	58.32887268	76.99884033	90.62623596	47.29448318	61.79022217	83.65215302	92.89080811	89.31861877	43.66196823	84.07086182
773	58.08628082	76.7154541	90.56324768	47.32286835	61.63637543	83.25059509	92.7354126	89.2830658	43.40153122	83.96884918
772	57.85768509	76.36603546	90.46483612	47.35751343	61.53086472	82.94068909	92.58388519	89.24607849	43.20856476	83.98223877
771	57.62768555	76.09512329	90.43002319	47.41424561	61.39487076	82.58164215	92.46697998	89.28089142	42.92852402	84.02236176
770	57.36601257	75.77115631	90.31629944	47.44477463	61.26243973	82.11056519	92.25162506	89.19037628	42.66472244	83.89989471
769	57.08378601	75.4418335	90.20251465	47.46244049	61.10619354	81.64819336	92.07020569	89.17137909	42.43097687	83.75856781
768	56.85099792	75.14987183	90.11434174	47.51064301	61.00992584	81.13263702	91.88083649	89.13294983	42.22922516	83.80945587
767	56.54994965	74.79149628	89.99101257	47.54517365	60.88299179	80.63961792	91.66598511	89.07820892	42.00923538	83.81919098
766	56.31213379	74.52887726	89.90759277	47.60440445	60.78082275	80.12805939	91.48514557	89.04829407	41.79669571	83.79043579
765	56.00914764	74.1845932	89.78417969	47.64813232	60.67948151	79.59585571	91.24055481	88.980896	41.53904724	83.62648773
764	55.73985672	73.8577652	89.67977905	47.69042587	60.56544113	79.02198792	90.98933411	88.92643738	41.24504089	83.61891174
763	55.45389557	73.54445648	89.55526733	47.74600601	60.49746704	78.44007874	90.748703	88.87517548	41.07730865	83.70872498
762	55.19324112	73.21920013	89.45964813	47.79965973	60.40120697	77.88722992	90.51968384	88.84292603	40.86514282	83.71207428
761	54.88167572	72.90247345	89.29814148	47.84892273	60.30305099	77.26579285	90.23673248	88.71442413	40.64738464	83.58452606
760	54.59522629	72.58213043	89.14169312	47.9134903	60.23229218	76.66236877	89.95883179	88.66081238	40.423172	83.55117798
759	54.29183197	72.21786499	89.02277374	47.94456482	60.1554985	75.99788666	89.65483093	88.57858276	40.17440414	83.64576721
758	53.98225021	71.88733673	88.85495758	47.99515152	60.0727005	75.35232544	89.32219696	88.46759033	39.97040558	83.68545532
757	53.68796539	71.55596924	88.7348175	48.07270432	60.0036087	74.70281982	89.03887939	88.39755249	39.76145554	83.57150269
756	53.38575363	71.2148819	88.56257629	48.13087845	59.94717407	74.02606964	88.7026825	88.30836487	39.54275131	83.57834625
755	53.0687027	70.86460876	88.38332367	48.1837616	59.88803482	73.32593536	88.34365845	88.18505859	39.33547592	83.68766022
754	52.76633072	70.50321198	88.22193909	48.23239899	59.81935883	72.61391449	87.9969635	88.06981659	39.10205078	83.73591614
753	52.45490265	70.18338776	88.05083466	48.32049561	59.78714371	71.94190216	87.63677216	87.97906494	38.90739059	83.77907562
752	52.16660309	69.83231354	87.86794281	48.37567139	59.74804306	71.23488617	87.25606537	87.86820221	38.70128632	83.6803894
751	51.83840561	69.47983551	87.67473602	48.45102692	59.69799042	70.50624847	86.93943024	87.78494263	38.47889709	83.77191162
750	51.52553177	69.13912201	87.49746704	48.50744247	59.64995575	69.76415253	86.46169281	87.58366394	38.2779541	83.88184357
749	51.21425247	68.77848053	87.29383087	48.57363892	59.62599564	69.03148651	86.04966736	87.44717407	38.06334305	83.9054184
748	50.89898682	68.40935516	87.10755157	48.66691589	59.61589813	68.29611206	85.62101746	87.30433655	37.86238098	83.8404007
747	50.57761002	68.06386566	86.88147736	48.71741867	59.57723236	67.55692291	85.1893692	87.13562775	37.65634537	83.96061707
746	50.27192688	67.71356201	86.65317535	48.79860687	59.58365631	66.81934357	84.83209229	87.00032806	37.46621323	84.0769577
745	49.95541382	67.36170959	86.46233368	48.87272263	59.5887413	66.06253815	84.31092834	86.83222198	37.27299881	84.02226257
744	49.65202332	67.02454376	86.25453949	48.95814896	59.59552383	65.3479538	83.87548828	86.70091248	37.08654022	84.10800171
743	49.33316422	66.65454865	86.11008453	49.01979446	59.58283997	64.57144165	83.46697235	86.54925537	36.88631821	84.24258423
742	49.03256607	66.29400635	85.93766785	49.10734558	59.61516571	63.85100937	83.02061462	86.31783295	36.70418167	84.36502075
741	48.73475266	65.95145416	85.54246521	49.19488144	59.63266373	63.08366013	82.53932953	86.16001892	36.50455475	84.31520081
740	48.42467117	65.58103943	85.32308197	49.28481674	59.6645813	62.36323547	82.04402161	85.9706192	36.32753372	84.40325165
739	48.12250137	65.24937439	85.15158081	49.36807632	59.69257355	61.61603928	81.40776825	85.79597473	36.14806366	84.56480408
738	47.8180542	64.88967133	84.93847656	49.45278168	59.72084808	60.86009216	80.95979309	85.66790009	35.96416473	84.69953918
737	47.51656342	64.52523041	84.64108276	49.53726959	59.77724075	60.13169861	80.4919281	85.37160492	35.77784729	84.65907288
736	47.21567154	64.1780014	84.28627014	49.63485718	59.83978653	59.39237595	79.94437408	85.16231537	35.6010704	84.76495361
735	46.92012024	63.80711746	84.01383209	49.7251358	59.89559937	58.65471268	79.4274292	84.93553925	35.43199921	84.85395813
734	46.62875748	63.4713707	83.83874512	49.82027054	59.96391296	57.93500519	78.85051727	84.81923676	35.25753403	85.03149414
733	46.33008194	63.09087753	83.57805634	49.91350937	60.05348969	57.21023178	78.29428101	84.62280273	35.07352066	85.02781677
732	46.05234909	62.746418	83.15692139	50.02007294	60.12162399	56.48795319	77.74049377	84.26715851	34.91775894	85.13508606
731	45.76532364	62.39536285	82.89430237	50.12612915	60.21989441	55.78329086	77.16378784	84.03435516	34.74925232	85.24633026
730	45.49037552	62.03189087	82.68518066	50.22150421	60.30405807	55.07397079	76.57585144	83.87231445	34.58050156	85.41941833
729	45.19758987	61.67824173	82.42716217	50.32632446	60.41250992	54.37361145	75.97853851	83.66257477	34.41307449	85.43108368
728	44.94174576	61.32596207	82.11349487	50.42543411	60.54474258	53.69769287	75.42054749	83.30251312	34.27079391	85.55283356
727	44.66003418	60.96780777	81.78412628	50.53694916	60.64693451	53.00087357	74.78720856	83.10427856	34.10318375	85.73739624
726	44.38838196	60.60480499	81.49742126	50.63805389	60.76496124	52.32188034	74.16685486	82.88638306	33.93635559	85.71707153
725	44.12881851	60.25254822	81.21150208	50.75359344	60.90517807	51.65213776	73.57051086	82.62471008	33.77975464	85.83512878
724	43.86685181	59.9122467	80.88990784	50.8816185	61.04710007	50.99888611	72.96179199	82.22074127	33.63391495	85.94187164
723	43.66368103	59.55382156	80.50897217	50.98768616	61.19166565	50.35173798	72.35260773	82.02431488	33.4809227	86.09407043
722	43.37792587	59.20519257	80.23269653	51.09294128	61.34994125	49.71285629	71.73104858	81.79642487	33.33089828	86.1029892
721	43.12792969	58.85688019	79.89597321	51.21678543	61.50771332	49.08078766	71.09779358	81.50783539	33.18973923	86.17447662
720	42.87705231	58.5060997	79.56266785	51.34077835	61.69017029	48.44986343	70.45785522	81.19950867	33.0384903	86.27266693
719	42.69294357	58.15272522	79.20901489	51.4538002	61.85134125	47.84159088	69.83448029	80.87475586	32.89141083	86.41272736
718	42.4349823	57.81957626	78.88585663	51.5790062	62.0386734	47.22987747	69.19497681	80.61813354	32.75502777	86.40932465
717	42.181633	57.47057724	78.53471375	51.71810913	62.22253418	46.64382935	68.55956268	80.30596924	32.61758041	86.46716309
716	41.96678543	57.13002014	78.19263458	51.83307648	62.42533493	46.05262375	67.92944336	79.99408722	32.48984909	86.53798676
715	41.77769852	56.77751923	77.82369995	51.95919418	62.61714554	45.45795441	67.25574493	79.62001801	32.34591675	86.55879211
714	41.60504532	56.44527054	77.49718475	52.10641098	62.83159256	44.9063797	66.63102722	79.37860107	32.22564316	86.61968994
713	41.3299942	56.11013794	77.12286377	52.2466011	63.05583191	44.35167694	65.9861908	79.07430267	32.08785629	86.65779114
712	41.15719223	55.76415253	76.76968384	52.37212372	63.28593445	43.80217361	65.340065	78.72763062	31.96901321	86.69377899
711	40.98864365	55.42224503	76.39678955	52.50943756	63.49830627	43.25563812	64.69303894	78.4013443	31.82741165	86.71114349
710	40.80307007	55.09132767	76.04114532	52.65586472	63.7461586	42.73860168	64.04717255	78.07180786	31.70837784	86.74337769
709	40.56470108	54.75692749	75.65007782	52.79063034	63.97591782	42.21565247	63.39543915	77.72147369	31.58488846	86.81632996
708	40.42855072	54.43019104	75.29638672	52.93930054	64.21655273	41.74994659	62.75009537	77.39707184	31.46891975	86.72621918
707	40.25248718	54.10437012	74.91094208	53.08724213	64.49435425	41.27540588	62.10859299	77.06036377	31.3521862	86.74494934
706	40.08559418	53.77429199	74.55969238	53.23170853	64.74452972	40.78628159	61.4615097	76.72954559	31.23710823	86.71862793
705	39.92113113	53.45066071	74.1641922	53.38803101	65.0092926	40.27807236	60.81619263	76.38397217	31.12559891	86.68591309
704	39.76087952	53.1260376	73.78255463	53.53776169	65.27928162	39.82717133	60.15474319	76.02239227	31.00616646	86.65148926
703	39.60865021	52.8013649	73.41709137	53.69774246	65.54223633	39.38050079	59.52286148	75.67546844	30.90484428	86.5958252
702	39.45930099	52.4738121	73.02735138	53.86191559	65.82804108	38.93310547	58.87854767	75.3420105	30.79354095	86.56447601
701	39.31794739	52.16201401	72.64892578	54.01895523	66.09719849	38.48067093	58.24316025	74.99107361	30.69053078	86.49829102
700	39.18208313	51.84705353	72.26217651	54.17907333	66.37825012	38.04473114	57.59188461	74.64030457	30.59011078	86.41464996
699	39.06115341	51.54213333	71.87509155	54.34682846	66.65454865	37.63339996	56.97066116	74.28069305	30.49279404	86.35240936
698	38.92891693	51.22702026	71.49141693	54.50774002	66.93950653	37.22199631	56.33214188	73.92877197	30.38915634	86.26865387
697	38.82037354	50.92374039	71.11162567	54.68654633	67.22328186	36.81793213	55.70334244	73.57212067	30.29450417	86.15966034
696	38.70331192	50.60815048	70.71405792	54.85176468	67.50740051	36.41720963	55.07535172	73.20876312	30.19819832	86.13109589
695	38.60403442	50.30775833	70.32762146	55.01058197	67.77790833	36.04310608	54.45734406	72.84416199	30.1132164	85.95016479
694	38.50803757	50.01521301	69.9490509	55.20104218	68.06932831	35.6693306	53.84101105	72.50315857	30.02669525	85.84788513
693	38.4120636	49.71465302	69.56650543	55.38015366	68.34290314	35.30411148	53.23910141	72.13748932	29.93704605	85.81591034
692	38.32906723	49.40777588	69.17339325	55.54854202	68.60782623	34.94169617	52.61740875	71.78057861	29.85492134	85.59898376
691	38.24514771	49.12781525	68.77388763	55.73260117	68.86186218	34.59231949	52.00260925	71.42063904	29.76441956	85.45228577
690	38.18462372	48.83853912	68.39730835	55.92725372	69.1269455	34.26249695	51.42072296	71.07196808	29.68965721	85.32936859
689	38.11505127	48.53984451	68.00212097	56.1013298	69.37450409	33.92805862	50.80916977	70.70665741	29.60313034	85.17836761
688	38.05809784	48.25760269	67.62294769	56.29611206	69.62416077	33.60435104	50.22377396	70.35755157	29.53430367	85.02523041
687	38.00049591	47.969944	67.240242	56.48045349	69.8454895	33.29930496	49.64375687	69.99884796	29.46156502	84.87940216
686	37.96598434	47.69451904	66.84579468	56.68200302	70.07344055	32.99042511	49.05719757	69.64310455	29.39460564	84.73992157
685	37.92113495	47.41917419	66.45663452	56.8742981	70.28015137	32.69268417	48.46981049	69.28755951	29.31805229	84.64867401
684	37.89113998	47.13801575	66.07484436	57.08171844	70.4691925	32.40518951	47.89252472	68.92790222	29.25225449	84.42844391
683	37.87240601	46.86834335	65.69145966	57.28158188	70.64928436	32.13357925	47.33409882	68.58166504	29.18821907	84.26818085
682	37.85711288	46.59807968	65.3050766	57.48411942	70.80157471	31.86791611	46.7585144	68.2165451	29.12369156	84.17991638
681	37.84149551	46.32300568	64.9249115	57.68483734	70.93232727	31.59590912	46.20087433	67.87055969	29.06224823	83.94133759
680	37.84355164	46.06754303	64.55844879	57.89983749	71.06899261	31.35448456	45.66797638	67.52721405	29.00966454	83.80010986
679	37.84476089	45.79908752	64.17327881	58.10319138	71.16624451	31.10252953	45.11483002	67.18061829	28.94928169	83.64335632
678	37.86317062	45.54240799	63.79964828	58.32645798	71.23321533	30.86685753	44.56818771	66.83685303	28.89803123	83.49620819
677	37.88246155	45.28512192	63.42613602	58.54087448	71.27289581	30.63703156	44.03031921	66.49249268	28.84261322	83.4228363
676	37.91714478	45.03628159	63.05136108	58.75243378	71.30107117	30.4186821	43.50715256	66.15143585	28.79893112	83.20961761
675	37.95317841	44.78557968	62.68358994	58.9758873	71.29427338	30.20477676	42.98587799	65.81356812	28.75149155	83.13575745
674	37.99337769	44.53472519	62.3237915	59.19326401	71.25874329	29.99646759	42.46743774	65.48820496	28.71050453	83.05115509
673	38.0524559	44.2975502	61.96544647	59.41600037	71.19863892	29.80220985	41.96114349	65.16600037	28.66745377	82.83439636
672	38.11118698	44.0557785	61.59680939	59.66109467	71.08893585	29.60542679	41.48393631	64.82756805	28.63051224	82.77471924
671	38.17221832	43.80856323	61.23208237	59.87269974	70.94441986	29.42769623	41.00245285	64.48464203	28.58931351	82.71138763
670	38.25434113	43.57982254	60.88203812	60.10596848	70.77973175	29.2537117	40.50959396	64.17277527	28.56311226	82.50485992
669	38.34077835	43.35116959	60.52698517	60.34352875	70.57567596	29.08627319	39.99481583	63.85655212	28.53220367	82.48284149
668	38.435112	43.1201973	60.17493057	60.58406067	70.32765198	28.91913033	39.53174973	63.54872131	28.50075722	82.43643188
667	38.54291916	42.8986969	59.83850861	60.82691956	70.04562378	28.77512932	39.06392288	63.24194717	28.47369385	82.27069855
666	38.64990997	42.66721725	59.48350525	61.06364059	69.71028137	28.62437057	38.58279419	62.92297363	28.43836594	82.26937866
665	38.77008438	42.44638824	59.14303589	61.30874252	69.3465271	28.48835564	38.11975479	62.62124634	28.42752266	82.25709534
664	38.90488815	42.23403168	58.80614471	61.56074905	68.94293213	28.35557556	37.66415787	62.32129288	28.40796471	82.12332916
663	39.04615021	42.03028107	58.48791122	61.81107712	68.50733185	28.24043083	37.21749115	62.03768158	28.39400864	82.10254669
662	39.18990326	41.83540344	58.14032745	62.05050278	68.00707245	28.11766815	36.75806046	61.72664261	28.37594414	82.14265442
661	39.35451889	41.64892578	57.81758499	62.31678772	67.48686218	28.01208115	36.32411194	61.44456863	28.36692619	82.18715668
660	39.52235413	41.39951324	57.50028992	62.57279968	66.92692566	27.91134071	35.89216995	61.16418839	28.35660553	82.2023468
659	39.70623016	41.19693756	57.18545914	62.84053802	66.32686615	27.81821823	35.46173477	60.87907028	28.3550148	82.12781525
658	39.89442444	40.99919891	56.85754395	63.09269714	65.67150116	27.72556305	35.03942871	60.60987854	28.34643936	82.16282654
657	40.09440994	40.80630112	56.54462433	63.36593628	64.98549652	27.64798164	34.62621689	60.33259583	28.34474373	82.27143097
656	40.28094101	40.63922501	56.23936462	63.62587738	64.2652359	27.57434273	34.21722794	60.06968689	28.34835052	82.3710022
655	40.51565933	40.46804428	55.93659973	63.89463425	63.52303696	27.51005936	33.80958557	59.80576324	28.35556221	82.4407196
654	40.74486923	40.28160095	55.63134003	64.15913391	62.72717667	27.45454979	33.41149521	59.55612564	28.36213684	82.53198242
653	40.98686981	40.09994125	55.33226776	64.43186951	61.90221786	27.40023804	33.01819611	59.29670334	28.37150955	82.63050079
652	41.24067307	39.9196167	55.04603577	64.70251465	61.04943085	27.36197662	32.63179779	59.05236435	28.3849144	82.73941803
651	41.50762939	39.74754715	54.76505661	64.9896698	60.1720047	27.3247776	32.25656509	58.8176384	28.40453911	82.86490631
650	41.77456665	39.56970978	54.47085571	65.2685318	59.25622559	27.28971863	31.87197495	58.57749176	28.42287064	82.9940033
649	42.07371902	39.40797806	54.1926918	65.55950928	58.3238678	27.27383614	31.50998306	58.34648132	28.44576454	83.13965607
648	42.37150574	39.23652649	53.9243927	65.84661102	57.38253021	27.26166534	31.14827347	58.12351227	28.47216988	83.28982544
647	42.68467712	39.08053589	53.65650558	66.12882233	56.40771866	27.25716209	30.79184532	57.91178513	28.49724197	83.45201874
646	42.99951935	38.91506577	53.38030624	66.41351318	55.40710831	27.25505447	30.43547249	57.68499374	28.52998352	83.61053467
645	43.34553528	38.75944138	53.12224579	66.70728302	54.40203476	27.2646637	30.0881958	57.48124695	28.56825256	83.78868103
644	43.68942642	38.60831833	52.87283707	67.00548553	53.38432693	27.28377533	29.75246048	57.28207779	28.59963989	83.96250153
643	44.05088806	38.46016312	52.61855698	67.29395294	52.34169388	27.30626488	29.41550255	57.07771683	28.64083099	84.13915253
642	44.43418503	38.31719589	52.3772049	67.60462952	51.31760406	27.34317398	29.09106636	56.90278244	28.69132233	84.33520508
641	44.78459549	38.17206192	52.13149643	67.90142059	50.26273727	27.38322639	28.76336861	56.70373917	28.73584557	84.50992584
640	45.1608429	38.03186417	51.88428116	68.19915771	49.21353531	27.43026352	28.43759155	56.524086	28.78218651	84.69691467
639	45.58267212	37.90118408	51.6669693	68.505867	48.15427017	27.4832077	28.12767029	56.34980011	28.83363342	84.87585449
638	46.01372528	37.76567459	51.43778229	68.81983185	47.10311127	27.55245209	27.81624413	56.18669891	28.89193344	85.05567169
637	46.46166611	37.63171005	51.20502853	69.12556458	46.09611893	27.62358093	27.51899147	56.02372742	28.9472847	85.22988892
636	46.91679001	37.51028442	50.98994446	69.43349457	45.06016541	27.70272827	27.21682549	55.86962128	29.01576424	85.39626312
635	47.38954544	37.38768768	50.77827072	69.75389862	44.01919937	27.79995537	26.92219543	55.72232437	29.08776093	85.54897308
634	47.88411713	37.27636719	50.57684326	70.08071899	42.99205399	27.90340996	26.63494301	55.58312988	29.15916443	85.7171402
633	48.38476944	37.16656113	50.37830353	70.39701843	41.96437454	28.01069641	26.35299492	55.45332336	29.23308563	85.85910797
632	48.89356232	37.04869843	50.18192673	70.71560669	40.95329666	28.12274742	26.07969856	55.32347107	29.30949593	85.96633148
631	49.43165207	36.94727707	49.99424362	71.02693176	39.95143127	28.25532532	25.80818558	55.20018768	29.39048195	86.07997131
630	49.98117065	36.84458923	49.80715942	71.3589859	38.95994568	28.39275551	25.53924942	55.09185791	29.47652054	86.17410278
629	50.5390625	36.74501038	49.6216011	71.6739502	37.98857117	28.54049301	25.27684784	54.97636032	29.57091713	86.25767517
628	51.11443329	36.64301682	49.45032501	71.99719238	37.03652191	28.69077873	25.0146656	54.87198257	29.65734291	86.30007935
627	51.71424866	36.56165695	49.28387451	72.33590698	36.09353256	28.86380196	24.76316261	54.8016777	29.7630043	86.34919739
626	52.32217789	36.46957397	49.12057495	72.67121887	35.16505814	29.04120064	24.51039505	54.70252228	29.86306	86.35876465
625	52.95116806	36.38724899	48.97095108	73.01649475	34.26902008	29.22865677	24.27156639	54.62846756	29.97299194	86.35968781
624	53.58839035	36.30163193	48.81412125	73.33685303	33.37625122	29.42653656	24.02834511	54.55219269	30.07550621	86.21536255
623	54.24085999	36.22829437	48.66751862	73.66500092	32.5107193	29.63351059	23.79535866	54.48923874	30.19297791	86.15406799
622	54.91678238	36.1625824	48.53482819	74.01535797	31.66118622	29.85813904	23.56786537	54.44545746	30.31447601	86.08676147
621	55.60333252	36.08930206	48.39707947	74.34173584	30.82356071	30.09136391	23.33926201	54.38630676	30.43782425	85.96379852
620	56.2909317	36.01916885	48.26766205	74.68212891	30.02369308	30.32929611	23.1152935	54.3446846	30.56619263	85.82640076
619	57.00503159	35.95930481	48.15052795	75.02456665	29.22826958	30.58559036	22.89343262	54.31622696	30.70428658	85.6733017
618	57.72852325	35.89593887	48.02602005	75.35488892	28.45249557	30.84915543	22.67707253	54.27945709	30.83213043	85.47125244
617	58.48346329	35.84389114	47.92375183	75.70259857	27.70773506	31.13513947	22.47307968	54.27014923	30.97888184	85.27729797
616	59.23052979	35.79493332	47.81964111	76.04660034	26.98253059	31.42804146	22.26655769	54.25426483	31.12896729	85.04795074
615	59.99405289	35.7523613	47.72785187	76.38259888	26.27008629	31.73918152	22.06024551	54.25836563	31.28063965	84.78520966
614	60.77083969	35.69883347	47.62789154	76.72582245	25.58239365	32.04720306	21.86382866	54.25662994	31.43848419	84.56313324
613	61.54826736	35.66237259	47.54211044	77.05529785	24.91619301	32.3780098	21.67173004	54.27465439	31.5944519	84.30666351
612	62.35029221	35.63329697	47.47028351	77.39889526	24.2722683	32.72891235	21.4857235	54.29822922	31.76408195	84.00025177
611	63.14373016	35.59981155	47.38963699	77.73570251	23.63982773	33.08357239	21.29613304	54.32145691	31.93637085	83.66216278
610	63.95470047	35.56990814	47.32588196	78.0638504	23.02831459	33.4528923	21.11260605	54.36040878	32.11501694	83.3084259
609	64.77948761	35.55361176	47.27823639	78.4205246	22.44354439	33.84404755	20.96526909	54.41148376	32.29830551	82.96498871
608	65.59638214	35.53640366	47.21751022	78.75250244	21.86799812	34.24465942	20.78605461	54.47105789	32.48871231	82.59212494
607	66.43341827	35.52099228	47.17386246	79.09048462	21.33539581	34.66124344	20.6149826	54.52997208	32.6869545	82.21624756
606	67.26740265	35.50908279	47.12721252	79.41928864	20.79828453	35.09515762	20.4497509	54.60234451	32.88703156	81.84415436
