lam	RPoly1	RPoly2	RPoly3	RPoly4	RPoly5	RPoly6	RPoly7	RPoly8	RPoly9	RPoly11
1540	28.28295135	8.47746563	8.883868217	6.620638371	8.148392677	9.649036407	6.745522976	16.88771057	10.47989941	7.557623386
1536	28.22473145	8.515034676	8.87417984	6.584662914	8.098343849	9.608469963	6.702805996	16.92129517	10.53260899	7.593039989
1532	28.15834999	8.549271584	8.865009308	6.544125557	8.047798157	9.57329464	6.665549755	16.93086433	10.59003544	7.634570122
1528	28.08678055	8.594471931	8.857289314	6.500535488	7.986580849	9.534679413	6.625995159	16.94731522	10.63930798	7.680713177
1524	28.01127815	8.632009506	8.842651367	6.472001076	7.936262608	9.495839119	6.590794563	16.95309258	10.702281	7.721681118
1520	27.93152046	8.669636726	8.829587936	6.429298401	7.882081032	9.463405609	6.560363293	16.96726227	10.76405621	7.765914917
1516	27.84562492	8.708790779	8.818772316	6.390979767	7.820207596	9.429487228	6.51717186	16.97485733	10.82911015	7.805314064
1512	27.74283028	8.76113987	8.806800842	6.359942913	7.767024994	9.399727821	6.485163212	16.98734474	10.88423729	7.853790283
1508	27.62394905	8.809309959	8.782707214	6.320896626	7.709826946	9.373887062	6.450264454	16.97940636	10.93363667	7.89991951
1504	27.50304031	8.866066933	8.772943497	6.283690929	7.662988186	9.343017578	6.420054436	16.99221611	11.00000858	7.944284916
1500	27.38724327	8.909906387	8.761827469	6.256908894	7.608546734	9.313574791	6.383521557	16.98516083	11.06360149	7.998031616
1496	27.2717514	8.95273304	8.746982574	6.227287292	7.544765472	9.291617393	6.355110168	16.97677422	11.12253666	8.055091858
1492	27.12839127	9.009479523	8.730959892	6.196165562	7.487715244	9.265156746	6.326247692	16.98318481	11.17733765	8.099866867
1488	26.97143745	9.067108154	8.708043098	6.166269302	7.435780525	9.246756554	6.305305481	16.9636097	11.2474556	8.141903877
1484	26.84589195	9.112997055	8.68938446	6.137453556	7.367297173	9.228866577	6.272326946	16.99308968	11.30132103	8.194238663
1480	26.69311523	9.181211472	8.677719116	6.108344555	7.315868378	9.20375824	6.252607822	16.9793396	11.37704563	8.248225212
1476	26.50800133	9.241892815	8.661850929	6.08309412	7.261998177	9.18807888	6.227419376	16.95263863	11.43157578	8.281855583
1472	26.36836624	9.297608376	8.648182869	6.069719791	7.201042652	9.17755127	6.209979057	16.95623779	11.50246334	8.337170601
1468	26.16162109	9.36367321	8.621034622	6.043971062	7.141925335	9.166196823	6.196932793	16.94011497	11.55788517	8.385205269
1464	26.0034523	9.419222832	8.601327896	6.022459507	7.088653088	9.148283005	6.168849468	16.92323112	11.62870789	8.426987648
1460	25.78740883	9.490872383	8.593297005	5.995761871	7.026285172	9.140004158	6.158118248	16.92676353	11.68026257	8.480650902
1456	25.61050224	9.557851791	8.563817024	5.984057426	6.97850132	9.130840302	6.138522625	16.88380432	11.74347973	8.507577896
1452	25.38412094	9.619976997	8.546778679	5.960468292	6.917079449	9.124347687	6.134170532	16.89004517	11.81939316	8.556851387
1448	25.18272972	9.69301033	8.527488708	5.956941605	6.867078781	9.113554001	6.120755196	16.85307121	11.88113022	8.59732914
1444	24.963974	9.757785797	8.506357193	5.945146561	6.802034855	9.113689423	6.114129543	16.83449936	11.93313122	8.629252434
1440	24.71903419	9.837252617	8.479866982	5.931747437	6.752646446	9.106143951	6.103326797	16.80252075	12.01071835	8.673844337
1436	24.4969883	9.904001236	8.462329865	5.912975311	6.701135635	9.101139069	6.094849586	16.74480247	12.07522106	8.698657036
1432	24.24222755	9.975016594	8.438957214	5.912305355	6.646326065	9.101989746	6.091108799	16.74823952	12.13175678	8.719952583
1428	23.98481369	10.05038357	8.409966469	5.906606197	6.594501972	9.095308304	6.091792107	16.6855278	12.18876171	8.752275467
1424	23.72434425	10.12911987	8.395368576	5.902090073	6.539783955	9.102890015	6.103540421	16.60775375	12.24303818	8.781110764
1420	23.46842194	10.21439075	8.37461853	5.90335083	6.48870039	9.103292465	6.105863094	16.6323185	12.31045055	8.808463097
1416	23.20524979	10.29165745	8.346102715	5.914771557	6.441029549	9.105712891	6.10522604	16.57169151	12.37415314	8.824850082
1412	22.93911362	10.37406731	8.320214272	5.912480831	6.394209862	9.108258247	6.123738766	16.52066803	12.43567276	8.846094131
1408	22.64748383	10.45295143	8.300214767	5.920939922	6.350161552	9.111379623	6.121200085	16.45403862	12.50240898	8.85605526
1404	22.3432827	10.53417587	8.270454407	5.933166981	6.303864956	9.115083694	6.144665718	16.48593521	12.55736065	8.869730949
1400	22.06113243	10.62854195	8.251644135	5.944158554	6.252608299	9.133149147	6.159615993	16.51044464	12.62410259	8.87563324
1396	21.74763298	10.71458054	8.223454475	5.958472729	6.22624445	9.144180298	6.18903017	16.41015625	12.69609547	8.895921707
1392	21.43326187	10.80091763	8.192049026	5.983269691	6.173187733	9.152215958	6.205134869	16.33252525	12.74652481	8.878518105
1388	21.14579582	10.89975834	8.178533554	6.006728649	6.142706871	9.155594826	6.231659412	15.99260235	12.81865978	8.877673149
1384	20.80986023	10.98505974	8.149560928	6.025387287	6.1014781	9.163514137	6.26020813	16.11832047	12.87025642	8.869122505
1380	20.4791069	11.05547523	8.120397568	6.049163342	6.05691576	9.169327736	6.285025597	16.45265007	12.91206646	8.853085518
1376	20.14408493	11.14892387	8.095467567	6.075116158	6.029608727	9.178215981	6.32410717	16.0411396	12.98138332	8.841041565
1372	19.84353256	11.2609396	8.080377579	6.121277332	6.005055428	9.183935165	6.365749836	15.87295341	13.05247688	8.826384544
1368	19.49271774	11.3550663	8.044743538	6.151766777	5.954467297	9.197258949	6.403718948	16.00053024	13.08460426	8.795902252
1364	19.15951729	11.44501495	8.027920723	6.204559326	5.937706947	9.205763817	6.454776764	16.02603912	13.15012836	8.775971413
1360	18.80720139	11.53059959	7.996191502	6.24589777	5.918322563	9.212221146	6.493305206	15.8327055	13.20538044	8.748541832
1356	18.4577179	11.63594913	7.964777946	6.286435127	5.88773489	9.220774651	6.551285267	15.57947159	13.2576046	8.714659691
1352	18.09591866	11.70889664	7.943834782	6.337545872	5.856204987	9.222923279	6.597929478	15.66287613	13.29655075	8.667836189
1348	17.76576424	11.82602024	7.904537678	6.398644924	5.837008476	9.228910446	6.653336525	15.56717014	13.35242748	8.632828712
1344	17.42364693	11.90827942	7.880850792	6.457816124	5.843980789	9.23071003	6.716468811	15.51968956	13.40043736	8.587061882
1340	17.07912445	12.02084064	7.860570908	6.515617847	5.821537971	9.238278389	6.784548283	15.42750072	13.44413471	8.544376373
1336	16.74758339	12.10594749	7.832049847	6.595927238	5.817361355	9.241856575	6.842787266	15.3380661	13.49552631	8.490056992
1332	16.39852142	12.21849918	7.805968761	6.669399738	5.81039381	9.24204731	6.933096409	15.26926231	13.54190063	8.431302071
1328	16.07541847	12.31637573	7.773302078	6.740726471	5.807535172	9.236733437	7.011519909	15.17797565	13.57737446	8.377586365
1324	15.73911858	12.40378952	7.752027035	6.830152988	5.81081295	9.242148399	7.091506481	15.10129929	13.61053276	8.320595741
1320	15.41441727	12.51172161	7.728714943	6.918469429	5.807134628	9.241926193	7.170644283	14.99342537	13.65257168	8.262122154
1316	15.10331726	12.61701679	7.697306156	7.004621983	5.826902866	9.23558712	7.25715065	14.92619133	13.68725681	8.192162514
1312	14.80234909	12.71879768	7.667940617	7.111314297	5.834237576	9.231386185	7.35706234	14.81093788	13.72805786	8.134149551
1308	14.51094246	12.81378746	7.648061752	7.206254482	5.845274448	9.225405693	7.457463264	14.72898769	13.7703371	8.06680584
1304	14.22292233	12.91300869	7.629939079	7.31716156	5.873675346	9.214958191	7.556446075	14.63418102	13.79430866	8.007461548
1300	13.94839859	13.01430035	7.608244896	7.432113171	5.892086506	9.193208694	7.669032097	14.55073357	13.8228693	7.937614918
1296	13.68796539	13.11225605	7.588088036	7.552958965	5.924929142	9.183050156	7.775053024	14.44273376	13.84990501	7.875447273
1292	13.44209099	13.21200657	7.55469799	7.675078869	5.95903635	9.172532082	7.890544891	14.35121059	13.87018871	7.798233509
1288	13.20707798	13.3184309	7.536812305	7.813043118	5.992384434	9.145235062	8.017870903	14.23945141	13.89586639	7.735871792
1284	12.9931736	13.41915035	7.508206367	7.952717304	6.029038429	9.125713348	8.139472008	14.15892124	13.91847038	7.675273418
1280	12.78722477	13.51794624	7.494705677	8.107848167	6.07433033	9.097852707	8.283949852	14.04399681	13.93214798	7.615015984
1276	12.6022377	13.61335087	7.478517532	8.253764153	6.123579025	9.076352119	8.40779686	13.96154785	13.94688416	7.556237698
1272	12.44802475	13.70838833	7.452844143	8.402238846	6.174021721	9.042798996	8.539385796	13.85526657	13.96555424	7.48438549
1268	12.31261253	13.81215763	7.439992905	8.574604988	6.236571312	9.011657715	8.697780609	13.76068401	13.96593857	7.434843063
1264	12.18836498	13.90262508	7.419585705	8.751411438	6.293839455	8.977855682	8.83775425	13.66096783	13.97916126	7.380816936
1260	12.0934248	13.99903107	7.401112556	8.927886009	6.357448101	8.935684204	8.99694252	13.55863285	13.97991276	7.329620838
1256	12.02765656	14.09468651	7.394624233	9.110394478	6.440383434	8.893095016	9.153202057	13.46611404	13.98985195	7.279753208
1252	11.96465969	14.1857338	7.376818657	9.304507256	6.512294769	8.852090836	9.318533897	13.37106323	13.97942829	7.244734287
1248	11.95292282	14.28072929	7.369642735	9.512304306	6.601412773	8.809500694	9.480656624	13.27091408	13.97490406	7.206848621
1244	11.95126534	14.37267685	7.353129864	9.71079731	6.685344219	8.758522987	9.658454895	13.17794514	13.96968746	7.168284416
1240	11.98181057	14.45862198	7.345499992	9.928870201	6.776465416	8.707296371	9.83889389	13.09661293	13.95743275	7.143495083
1236	12.04383087	14.54869556	7.337376118	10.15717316	6.876698017	8.64812851	10.01827717	12.99114799	13.94192982	7.121546268
1232	12.1221447	14.63517952	7.329144955	10.38732147	6.982268333	8.591388702	10.1969099	12.9153738	13.92155552	7.102880478
1228	12.23318481	14.72033119	7.328952312	10.62150764	7.082562923	8.537194252	10.39167595	12.82107258	13.90388203	7.090041161
1224	12.3821516	14.79753494	7.320613384	10.86815357	7.188697338	8.47761631	10.58228874	12.73374081	13.8794136	7.084385872
1220	12.55895233	14.87982941	7.316831589	11.11921501	7.301822662	8.414689064	10.78743839	12.64725208	13.8509798	7.086676598
1216	12.76507473	14.95824242	7.319917202	11.38311577	7.421906471	8.349425316	10.98893166	12.57272911	13.81661987	7.091039658
1212	13.00858402	15.04040051	7.325432301	11.6473856	7.544957161	8.29077816	11.19775486	12.4951086	13.78000546	7.103341579
1208	13.27907753	15.11155796	7.32897234	11.91971302	7.672780991	8.221639633	11.40514469	12.40828323	13.74670029	7.131927967
1204	13.58846092	15.18185711	7.331152916	12.20502949	7.803608894	8.159406662	11.61327934	12.34773827	13.71039486	7.153479099
1200	13.92174625	15.25619698	7.345723152	12.49197578	7.940805435	8.096221924	11.84041595	12.27576733	13.65957451	7.184735775
1196	14.28599262	15.32013035	7.355178833	12.78495693	8.08970356	8.032118797	12.06230354	12.26887608	13.59504414	7.226792336
1192	14.70523548	15.38584995	7.359892845	13.09385681	8.233728409	7.971226215	12.28211403	12.21257877	13.5490551	7.272950649
1188	15.14461136	15.44405556	7.376187801	13.40715599	8.371870995	7.906492233	12.51170921	12.15952969	13.48348904	7.317535877
1184	15.62395668	15.50813198	7.396855831	13.73221207	8.52491951	7.843299866	12.74538326	12.11092567	13.42763329	7.375946045
1180	16.14176941	15.56007195	7.413318157	14.05579662	8.682684898	7.788444042	12.98315144	12.05273533	13.3540287	7.439619064
1176	16.69083023	15.61607265	7.428602695	14.39472008	8.834863663	7.731133938	13.21762085	12.01512337	13.29336357	7.512507439
1172	17.27258682	15.65931034	7.456525326	14.73691082	8.991262436	7.67898941	13.46732903	11.97891045	13.21699333	7.576862812
1168	17.88370132	15.70672035	7.480712414	15.08946991	9.147431374	7.634883881	13.70450306	11.93793011	13.13572598	7.645506859
1164	18.52465439	15.74909592	7.510304451	15.4453907	9.304476738	7.587146282	13.94905472	11.91505814	13.05642414	7.732598305
1160	19.20862389	15.78913307	7.54324913	15.81525612	9.472263336	7.551159382	14.20437622	11.89660454	12.97534847	7.813521862
1156	19.90179253	15.82830429	7.580919266	16.18736076	9.634554863	7.520164013	14.4524231	11.88370991	12.88096714	7.898725986
1152	20.63205338	15.85812378	7.613422394	16.57086754	9.798248291	7.49431324	14.70700073	11.88411427	12.78974438	7.990008831
1148	21.3882637	15.88426113	7.653877258	16.95537567	9.964713097	7.47994566	14.96069622	11.87074947	12.69322586	8.068791389
1144	22.16646004	15.91271114	7.701018333	17.35284615	10.12154293	7.475512505	15.22040653	11.87405586	12.59478951	8.151344299
1140	22.97016335	15.92810917	7.747226238	17.74881935	10.28739643	7.476655006	15.4758997	11.88872051	12.49205685	8.237692833
1136	23.78988647	15.94153786	7.792889118	18.15576172	10.44688129	7.481518269	15.72994614	11.88798332	12.38715267	8.331022263
1132	24.62688637	15.94667625	7.840960026	18.56645584	10.6036787	7.510629654	15.98498726	11.93109608	12.26930523	8.416101456
1128	25.476408	15.94575405	7.898454666	18.98394394	10.7647438	7.548790455	16.24827576	11.96254253	12.15605927	8.492498398
1124	26.32926369	15.9461441	7.956709385	19.40408516	10.91586113	7.598351479	16.50061607	11.99458504	12.03428555	8.564362526
1120	27.19423676	15.93801117	8.010990143	19.835186	11.06632519	7.665447712	16.7587471	12.0468111	11.90800476	8.63633728
1116	28.07458115	15.92309189	8.068216324	20.26642036	11.21439838	7.745472908	17.01072121	12.09975624	11.78332043	8.697665215
1112	28.95577621	15.90927601	8.141023636	20.7015934	11.35852051	7.841528416	17.26746178	12.15298939	11.65961552	8.761333466
1108	29.83496094	15.87713528	8.206394196	21.14185143	11.48905754	7.952180386	17.51444244	12.20701408	11.52248859	8.813000679
1104	30.73119164	15.85092068	8.278800011	21.60049438	11.63224125	8.091705322	17.7689724	12.28617191	11.39226055	8.86043644
1100	31.62492943	15.82305717	8.352287292	22.05547905	11.76291656	8.23963356	18.02538109	12.36969852	11.26385784	8.899316788
1096	32.51524353	15.78391361	8.427062035	22.51880074	11.88275909	8.418393135	18.27884102	12.45146942	11.12072754	8.929490089
1092	33.3929863	15.73600006	8.506816864	22.98415756	12.00273609	8.612872124	18.52471733	12.54528809	10.98961067	8.944821358
1088	34.27735138	15.68354702	8.58300209	23.45609665	12.11252975	8.835868835	18.76668739	12.65290165	10.84353638	8.958950996
1084	35.14378357	15.62703609	8.663082123	23.93123245	12.21467972	9.080155373	19.00852776	12.77229977	10.70767975	8.954654694
1080	35.99701691	15.56247616	8.752274513	24.40320206	12.30712032	9.34331131	19.24368668	12.88975239	10.56125736	8.946258545
1076	36.83353424	15.49318123	8.834884644	24.87800217	12.39425468	9.627631187	19.47231674	13.0254879	10.42898178	8.926068306
1072	37.66425323	15.41509819	8.924830437	25.355196	12.47103214	9.947742462	19.69736099	13.16111183	10.27624321	8.897140503
1068	38.47167587	15.32942963	9.019174576	25.83784676	12.53986073	10.28234386	19.92054939	13.30160522	10.14191055	8.850922585
1064	39.26570511	15.2332983	9.106902122	26.32514763	12.60050011	10.64968967	20.13669777	13.44795227	9.997331619	8.802599907
1060	40.04444122	15.1358881	9.204444885	26.81050873	12.64419079	11.04324055	20.34691048	13.60714245	9.857135773	8.738776207
1056	40.80501556	15.03087807	9.304502487	27.30429077	12.68454647	11.45928478	20.55268097	13.77425194	9.723237991	8.669001579
1052	41.54902649	14.92101574	9.396831512	27.79776764	12.7118597	11.8963747	20.75209427	13.93879795	9.592539787	8.588303566
1048	42.25980759	14.80731392	9.492670059	28.28743553	12.72188187	12.3617363	20.94171333	14.1111536	9.467786789	8.506521225
1044	42.95472336	14.68265438	9.590163231	28.78032303	12.72949886	12.85002804	21.13023186	14.29318714	9.337655067	8.409515381
1040	43.62107086	14.54893208	9.687679291	29.27264977	12.71668148	13.35874176	21.30542946	14.47306728	9.216089249	8.32105732
1036	44.26755905	14.41576004	9.788201332	29.76746368	12.69637585	13.88832378	21.47502518	14.66030312	9.11151886	8.221710205
1032	44.89240646	14.27490711	9.885718346	30.26133537	12.66283321	14.44052219	21.63567924	14.8541832	9.006035805	8.120358467
1028	45.48047638	14.12246227	9.981041908	30.75343513	12.62045288	15.0061121	21.78538895	15.04883099	8.913482666	8.017404556
1024	46.04933929	13.97030449	10.07633972	31.24680138	12.55941486	15.59131718	21.92615891	15.24597836	8.823200226	7.919337749
1020	46.60538864	13.80897331	10.17964172	31.74842644	12.48690224	16.19384003	22.06061935	15.44782352	8.752119064	7.814220428
1016	47.11874008	13.64456654	10.27829552	32.23774719	12.39935398	16.81217766	22.17884827	15.65246105	8.683553696	7.718256474
1012	47.6086235	13.46633816	10.37123013	32.72907257	12.29731274	17.43715858	22.28504944	15.85512352	8.628987312	7.624680042
1008	48.06404877	13.29389286	10.46155071	33.21954727	12.18141651	18.07163811	22.38855553	16.05097389	8.587456703	7.535920143
1004	48.49886703	13.11124992	10.55471134	33.71555328	12.05189514	18.70777893	22.47711754	16.25636101	8.56172657	7.468612194
1000	48.8926506	12.92505169	10.6429348	34.20069122	11.9118309	19.35388374	22.55195427	16.46245193	8.552838326	7.41103363
996	49.26723099	12.73181629	10.73248482	34.68600082	11.75247765	20.00299263	22.61021614	16.65724564	8.563659668	7.358414173
992	49.60338211	12.53875351	10.81029892	35.16199493	11.59188747	20.64473724	22.65647316	16.8490963	8.586208344	7.314417839
988	49.90683746	12.34456253	10.8904295	35.63761902	11.40829086	21.28430176	22.69031334	17.03809357	8.641074181	7.297405243
984	50.18962097	12.1467495	10.96484947	36.11364746	11.21595573	21.91764259	22.71219444	17.21648788	8.705130577	7.289261341
980	50.43179321	11.94216919	11.03488159	36.58274841	11.01308346	22.54550171	22.71375656	17.38536835	8.795157433	7.295333385
976	50.64084625	11.73910427	11.10261726	37.05180359	10.80103207	23.15720749	22.6965313	17.54682159	8.919197083	7.31997633
972	50.82316971	11.53851223	11.15909576	37.514534	10.57797337	23.76057625	22.66855812	17.69295692	9.0613451	7.366004467
968	50.96177673	11.33194065	11.21606541	37.96789551	10.3409586	24.34045792	22.6253643	17.83042908	9.23982811	7.423422813
964	51.06982422	11.12669754	11.2678318	38.42209625	10.10045719	24.90571785	22.55752945	17.9521389	9.437562943	7.499315262
960	51.15325546	10.93224335	11.30922222	38.87107468	9.855383873	25.44037056	22.47590256	18.05208397	9.677886009	7.596862316
956	51.20126343	10.73599434	11.34736443	39.31967545	9.608366966	25.9561882	22.37836266	18.13352013	9.945514679	7.70157814
952	51.21110535	10.54085064	11.37719345	39.75874329	9.351055145	26.44134331	22.25817871	18.19783401	10.26145172	7.823285103
948	51.17339325	10.35721779	11.39898682	40.18194199	9.096435547	26.88508987	22.11388206	18.24573326	10.59427643	7.954683304
944	51.1072464	10.17581272	11.41375923	40.60842896	8.847491264	27.3059597	21.95265579	18.27776527	10.9734354	8.096088409
940	51.00307846	9.99726963	11.41743565	41.028759	8.593876839	27.68905258	21.77606201	18.29808426	11.38963413	8.245069504
936	50.86863708	9.836263657	11.41376209	41.44415283	8.350959778	28.03296661	21.57127762	18.26936913	11.85775471	8.402243614
932	50.69649887	9.684323311	11.40626335	41.85870361	8.10496521	28.33857155	21.3474102	18.23939514	12.35802364	8.556303024
928	50.47344208	9.543325424	11.38327789	42.25447845	7.880279064	28.59079933	21.09508896	18.17436981	12.90377808	8.711450577
924	50.22902679	9.419692039	11.35160351	42.65558243	7.662969112	28.80723763	20.82274437	18.06212807	13.49230289	8.859837532
