lam	RPoly1	RPoly2	RPoly3	RPoly4	RPoly5	RPoly6	RPoly7	RPoly8	RPoly9	RPoly11
920	49.93329239	9.306167603	11.31028366	43.04000854	7.457799911	28.96100807	20.52680016	17.89501572	14.12233829	8.997965813
916	49.60493088	9.210136414	11.26252747	43.41915512	7.274291039	29.06648254	20.20938492	17.68667412	14.79123592	9.120783806
912	49.23871231	9.133034706	11.19924736	43.79054642	7.11923933	29.12000084	19.86671829	17.45236206	15.50287724	9.22632885
908	48.82726669	9.070467949	11.12931728	44.14886856	6.97561121	29.11079025	19.49447823	17.18392181	16.26449394	9.32420826
904	48.3845787	9.036067009	11.04976177	44.4953537	6.858595848	29.0402317	19.10054588	16.90395164	17.05907249	9.387329102
900	47.90075302	9.023064613	10.95467663	44.83875656	6.781332493	28.90627289	18.68120956	16.59591103	17.89675522	9.437971115
896	47.38386536	9.03587532	10.84756565	45.17189789	6.72885704	28.70870781	18.23867607	16.26335144	18.76453209	9.455402374
892	46.83798218	9.075977325	10.73560905	45.5029335	6.716557026	28.44098091	17.77116966	15.90422058	19.68850136	9.453412056
888	46.24933243	9.140395164	10.61006927	45.81500626	6.731873035	28.09683418	17.27558708	15.516222	20.64082909	9.41380024
884	45.64017487	9.246206284	10.4741478	46.12086868	6.796966076	27.6790123	16.75771332	15.11413383	21.62984085	9.348806381
880	44.99968719	9.371574402	10.32908154	46.41555405	6.89725256	27.18718529	16.21868515	14.69334793	22.65235901	9.258487701
876	44.33756256	9.545934677	10.17715836	46.70630264	7.053097248	26.61555862	15.65352345	14.2484808	23.71442604	9.146180153
872	43.66703415	9.746610641	10.01408386	46.97824097	7.24937582	25.96399879	15.07599449	13.80076599	24.7903595	9.007785797
868	42.98141861	9.993609428	9.846103668	47.24167633	7.493076801	25.23304176	14.47126007	13.34194946	25.89458847	8.844953537
864	42.29170227	10.27818775	9.668794632	47.49715042	7.794072628	24.41725159	13.85448933	12.87588215	27.02724838	8.668572426
860	41.60638428	10.61460686	9.485513687	47.73493195	8.134917259	23.52280998	13.22482586	12.41335869	28.17062759	8.487085342
856	40.92103958	10.9888792	9.295478821	47.95758438	8.52548027	22.54455185	12.58467865	11.94349194	29.33690071	8.292350769
852	40.2601738	11.41041183	9.105628967	48.16673279	8.969898224	21.49415779	11.94143581	11.4872961	30.50777626	8.091021538
848	39.62248611	11.88113976	8.913526535	48.36694717	9.464933395	20.36410522	11.28939629	11.04829884	31.70594025	7.904235363
844	39.01981354	12.41084766	8.715610504	48.54966736	10.00798416	19.16217232	10.63629055	10.62004662	32.91702271	7.723574162
840	38.46809769	12.99052525	8.52050972	48.72434998	10.59338284	17.91311073	9.993955612	10.21637058	34.12776184	7.571894646
836	37.9816246	13.62367344	8.330282211	48.8834343	11.21875858	16.62167549	9.378736496	9.826943398	35.34351349	7.449164391
832	37.55848312	14.3173151	8.153761864	49.03394318	11.88198185	15.28639889	8.774011612	9.475141525	36.5733757	7.348446846
828	37.22343063	15.05505085	7.975110531	49.17074966	12.57511711	13.96611118	8.205958366	9.138412476	37.78581619	7.292858124
824	36.97188568	15.8552742	7.811216354	49.29123306	13.28752232	12.6557312	7.675254822	8.842703819	39.00270462	7.284675121
820	36.82235718	16.70316505	7.67013979	49.40087891	14.02596378	11.39125919	7.198722839	8.565566063	40.21424103	7.313680172
816	36.77411652	17.59856606	7.543780327	49.49212265	14.77117252	10.20410442	6.780087948	8.312742233	41.41054535	7.395114899
812	36.83308029	18.54930496	7.435650826	49.57446671	15.52071667	9.130269051	6.412586689	8.090127945	42.60360336	7.518212318
808	37.00296402	19.53329659	7.346953869	49.63349533	16.26700974	8.210442543	6.121079445	7.882242203	43.77331543	7.688862324
804	37.28886795	20.58140945	7.294820786	49.68474197	17.00930595	7.464722157	5.901796341	7.705099106	44.9400177	7.906054497
800	37.6877861	21.67400551	7.276482582	49.71811295	17.73540878	6.926564693	5.768438816	7.548358917	46.1056633	8.157557487
799	38.43585587	22.33754349	7.736807823	50.75415802	18.27353668	7.412763596	6.290475845	8.253660202	47.35725403	8.556231499
798	38.55316162	22.62020302	7.728621006	50.7662735	18.45349121	7.330409527	6.305133343	8.213186264	47.64276505	8.618897438
797	38.67642593	22.91159821	7.729533672	50.77239609	18.61899567	7.271601677	6.282515526	8.193396568	47.9560318	8.711368561
796	38.8167038	23.20537376	7.742388248	50.74992371	18.79414177	7.221933365	6.271130562	8.174625397	48.23019409	8.764626503
795	38.96343994	23.47594833	7.739760399	50.76015854	18.96337509	7.169462204	6.26856184	8.154407501	48.50166702	8.833917618
794	39.11389542	23.78138351	7.749078274	50.77186584	19.13515854	7.174900532	6.289309502	8.140796661	48.78713226	8.90467453
793	39.2820816	24.07016373	7.776116848	50.76438904	19.29691696	7.146646976	6.288920403	8.126077652	49.07291031	8.981415749
792	39.42559052	24.35545921	7.790159702	50.75976181	19.44799805	7.16616106	6.318918228	8.126363754	49.35363388	9.048701286
791	39.60155869	24.66897392	7.808233261	50.77052307	19.63314438	7.188497543	6.358564377	8.128026009	49.65173721	9.122678757
790	39.77715302	24.95908737	7.847295284	50.72746277	19.76756859	7.270070076	6.353812695	8.117665291	49.91452408	9.190122604
789	39.98449707	25.28165245	7.858575821	50.75933838	19.95018387	7.305151463	6.402172089	8.129481316	50.21448898	9.262041092
788	40.16345215	25.59669304	7.891685486	50.75442123	20.09152603	7.387590408	6.451107979	8.152158737	50.49998093	9.3480196
787	40.36590195	25.90531349	7.914561749	50.73194885	20.23898888	7.494512558	6.488154411	8.15219593	50.77279282	9.41379261
786	40.54378128	26.21546745	7.952488899	50.73474503	20.39688873	7.602855682	6.546331882	8.162177086	51.04204178	9.503267288
785	40.7670517	26.51366615	7.997792244	50.71637726	20.52462959	7.745793343	6.616453648	8.175580025	51.32317734	9.566894531
784	40.96144867	26.8307972	8.026535034	50.71051407	20.69117355	7.906668663	6.680043697	8.198673248	51.5897522	9.632249832
783	41.18157959	27.1550827	8.066644669	50.6998024	20.80239677	8.078785896	6.764794827	8.210912704	51.85465622	9.712395668
782	41.39606857	27.44738388	8.125594139	50.67996979	20.9527626	8.278642654	6.835809231	8.254270554	52.11603928	9.777498245
781	41.62617874	27.77079201	8.175165176	50.67058182	21.07251358	8.502529144	6.947798252	8.265454292	52.39761353	9.82954216
780	41.85778046	28.09447861	8.227025032	50.63882446	21.2017746	8.755775452	7.056013584	8.304448128	52.66540146	9.920432091
779	42.0870018	28.41273689	8.286324501	50.62325287	21.31123352	9.022693634	7.16703701	8.349770546	52.93685913	9.972325325
778	42.31261826	28.72240829	8.346217155	50.6190834	21.42944336	9.310983658	7.273234844	8.383509636	53.18899155	10.04813862
777	42.55834198	29.06011963	8.417762756	50.59508133	21.53937721	9.626960754	7.435845852	8.438438416	53.44552612	10.10342216
776	42.79513168	29.38128853	8.483922005	50.58510208	21.65508461	9.969016075	7.557600021	8.484762192	53.70331192	10.14583397
775	43.04162216	29.72292709	8.56062603	50.5461998	21.74292564	10.32221603	7.71295023	8.549422264	53.95172501	10.21312618
774	43.27081299	30.02506256	8.624645233	50.51857376	21.85052109	10.70166206	7.90419054	8.602506638	54.22967148	10.26323795
773	43.53806686	30.34690857	8.721150398	50.50940323	21.95993233	11.11394405	8.05375576	8.660999298	54.46074295	10.30416393
772	43.77588272	30.6888485	8.797150612	50.47576904	22.03767776	11.55208206	8.241112709	8.738240242	54.71413803	10.34921169
771	44.04925156	30.9993782	8.886983871	50.45916367	22.12059021	11.988554	8.444559097	8.811705589	54.98547363	10.4028616
770	44.28321838	31.32473564	8.977842331	50.41895676	22.19519043	12.46527386	8.652704239	8.887392044	55.21206665	10.4374342
769	44.54470825	31.65530777	9.092037201	50.38251114	22.27178764	12.98284531	8.868441582	8.970199585	55.46766663	10.48083496
768	44.81790924	31.98267555	9.197026253	50.35461807	22.345047	13.49605751	9.103835106	9.049637794	55.71563339	10.4992485
767	45.07267761	32.29996109	9.289253235	50.34157181	22.3958168	14.02984619	9.358711243	9.149394989	55.956604	10.53885841
766	45.32801056	32.65482712	9.426365852	50.30283356	22.46837997	14.59088421	9.605643272	9.243106842	56.21327591	10.56848717
765	45.60980225	32.97835541	9.530259132	50.26502991	22.51262665	15.1656971	9.879544258	9.332896233	56.44524765	10.57731628
764	45.86412811	33.3038063	9.645302773	50.21472168	22.56303596	15.73530197	10.15841579	9.451127052	56.6651268	10.59490585
763	46.14083862	33.64199066	9.789020538	50.18281174	22.59948921	16.36628151	10.45928001	9.567345619	56.90786743	10.62578583
762	46.41034698	33.96611023	9.919075966	50.14276123	22.64283943	16.99674034	10.74642754	9.682756424	57.1373558	10.61304379
761	46.68396378	34.32140732	10.06096745	50.1245842	22.68121147	17.65072632	11.06188965	9.819550514	57.38341522	10.62756443
760	46.94456863	34.63530731	10.18117714	50.05920792	22.68690491	18.30291748	11.40546227	9.933262825	57.61636353	10.60250282
759	47.19960785	34.96764755	10.3441658	50.01960754	22.71484566	18.97602844	11.73227024	10.07360935	57.82555771	10.61318207
758	47.48051834	35.31121063	10.49777985	49.96817017	22.71061134	19.6724453	12.10086536	10.21745968	58.06202698	10.587183
757	47.74630737	35.6280632	10.64886189	49.92245865	22.71500778	20.38615227	12.46930695	10.35144234	58.27735519	10.59119892
756	48.00888824	35.9669838	10.80282402	49.87485886	22.7184639	21.09143448	12.83523273	10.50973701	58.49080658	10.56744766
755	48.26512527	36.3084259	10.97869778	49.82714844	22.71243286	21.81891251	13.24282265	10.66845989	58.72547913	10.54855061
754	48.53451157	36.62420654	11.15091133	49.78165817	22.69374275	22.54062653	13.63559246	10.82521057	58.94017029	10.51019573
753	48.7945137	36.95130157	11.32824612	49.72238541	22.66129112	23.26987648	14.04744339	11.00253773	59.15751648	10.47604084
752	49.04546738	37.28482437	11.52378464	49.65702057	22.63009834	24.02837944	14.47986221	11.17349243	59.35683823	10.44743156
751	49.31116867	37.62346268	11.70625687	49.61112213	22.60152054	24.78164673	14.90587711	11.34703255	59.56389236	10.40515423
750	49.56735992	37.95272064	11.90073967	49.56214142	22.55333328	25.5441494	15.35086632	11.54344082	59.79872513	10.35707569
749	49.81167984	38.27431107	12.10461235	49.50147629	22.50600433	26.31451988	15.80916214	11.72596931	59.98408127	10.31957626
748	50.07121277	38.61023712	12.31923199	49.43570328	22.44984627	27.09538078	16.2680645	11.93879795	60.20489883	10.26186371
747	50.31173325	38.93494415	12.52653694	49.37402344	22.36834145	27.87035179	16.75058746	12.14107704	60.39504623	10.2068491
746	50.55515671	39.26470184	12.72747612	49.31453705	22.30136108	28.65153503	17.24451637	12.35937595	60.56068039	10.14888859
745	50.80455017	39.58829117	12.96472073	49.25913239	22.21613312	29.44375229	17.74677277	12.57095623	60.7911644	10.08767033
744	51.02985382	39.91470337	13.19596004	49.18407059	22.13492775	30.2171402	18.24532318	12.80719948	61.00056076	10.01483631
743	51.28310394	40.23716736	13.42133427	49.10929108	22.02840424	30.98116112	18.76063156	13.03972244	61.13780594	9.949837685
742	51.50447083	40.56002045	13.65366459	49.04755402	21.9221077	31.77663803	19.29243469	13.27429199	61.36297989	9.876331329
741	51.73776627	40.88680649	13.90823841	48.97417831	21.83647728	32.54730988	19.81719398	13.51946449	61.57665253	9.810998917
740	51.95791626	41.18829346	14.14374828	48.88703918	21.69044685	33.32450867	20.36929131	13.76152325	61.72558594	9.723936081
739	52.18790817	41.51805496	14.40842056	48.82553864	21.57083893	34.11002731	20.91658211	14.02291965	61.90499496	9.651363373
738	52.40049744	41.83328629	14.65328026	48.7376709	21.42406273	34.87628174	21.44573975	14.28400326	62.11262894	9.56487751
737	52.60695648	42.13008499	14.92080975	48.66485214	21.28819656	35.64758301	22.02142143	14.55462456	62.25975418	9.484717369
736	52.82641602	42.46257019	15.1808939	48.59596634	21.13796806	36.42061996	22.59838867	14.82162189	62.43315887	9.406364441
735	53.02450562	42.77806854	15.46318626	48.51422501	20.97280502	37.18608475	23.17988014	15.08844566	62.61522293	9.312652588
734	53.21593475	43.05451584	15.73462677	48.42340851	20.81142616	37.94868469	23.75854492	15.37349415	62.79547882	9.237039566
733	53.41662598	43.37409973	16.00293541	48.33739471	20.6206131	38.7063942	24.34951019	15.65835762	62.96332169	9.145312309
732	53.6044693	43.67580414	16.29499435	48.24988556	20.43593979	39.4576149	24.95841217	15.94866467	63.11841965	9.058504105
731	53.78843689	43.97922134	16.58365822	48.15596771	20.23873711	40.19820786	25.56067276	16.27070808	63.29046249	8.985417366
730	53.9741745	44.28477859	16.87969017	48.07584381	20.03930283	40.9292717	26.16995811	16.56529427	63.45850372	8.898760796
729	54.15712357	44.58914566	17.18168259	47.98508072	19.83041954	41.66949081	26.79852295	16.86563492	63.63063812	8.820251465
728	54.31420517	44.89160919	17.48612022	47.88235474	19.59219742	42.39421463	27.41400337	17.18404198	63.7939949	8.742139816
727	54.48537827	45.17866898	17.7869091	47.78203583	19.37919998	43.06267929	28.03576469	17.50146294	63.94395065	8.662930489
726	54.64344025	45.47159195	18.11643028	47.68661118	19.1386528	43.79841232	28.65863991	17.83304787	64.09447479	8.591351509
725	54.7913208	45.77124786	18.41973877	47.59296799	18.89522552	44.46654892	29.29028511	18.15687561	64.24834442	8.519360542
724	54.94460297	46.06751251	18.74444771	47.47832489	18.63689041	45.15738678	29.92861176	18.50426674	64.4031601	8.455202103
723	55.08688354	46.34888458	19.07377815	47.38130188	18.37364769	45.84477997	30.56559372	18.83612633	64.55241394	8.383504868
722	55.22398758	46.64776611	19.40089226	47.27937698	18.11737633	46.51137543	31.17419243	19.18229485	64.70457458	8.328900337
721	55.34038925	46.92931747	19.73522186	47.16241837	17.84088898	47.16602707	31.81195641	19.52544975	64.84283447	8.270370483
720	55.47241974	47.22398758	20.07057381	47.06007004	17.56056595	47.81489563	32.46267319	19.8734417	64.98464203	8.217358589
719	55.59239578	47.4960289	20.40410995	46.94464111	17.28251076	48.4610672	33.09924698	20.23583794	65.12895966	8.174278259
718	55.70080948	47.77872849	20.75315285	46.82874298	16.98011208	49.08184433	33.74661636	20.58574486	65.26747131	8.140623093
717	55.80774689	48.06075287	21.09143066	46.72565842	16.67584801	49.71110153	34.3908577	20.94907188	65.40313721	8.101308823
716	55.90437698	48.32991028	21.41845131	46.60911942	16.37883949	50.32197189	35.04669571	21.30729103	65.53235626	8.075239182
715	55.99926758	48.60159302	21.77040672	46.48762131	16.06925774	50.92237091	35.6934433	21.66707039	65.66699219	8.05508709
714	56.08055878	48.87567902	22.12341309	46.36104965	15.75506878	51.5021553	36.33145523	22.02045441	65.80060577	8.037835121
713	56.17001343	49.15143585	22.47912788	46.23952866	15.42998123	52.1039505	36.98809814	22.40433693	65.92410278	8.021027565
712	56.22410965	49.40008926	22.83717155	46.11650085	15.11036968	52.65710449	37.62965393	22.77373505	66.04233551	8.020446777
711	56.29590988	49.66609192	23.19145203	45.9801178	14.7970171	53.20767975	38.26977921	23.15260124	66.15116119	8.02555275
710	56.35610962	49.93866348	23.56245995	45.85990524	14.46426582	53.76659393	38.91661072	23.53952599	66.28269196	8.037545204
709	56.41108322	50.18827438	23.91228676	45.72106171	14.12635803	54.29695892	39.56016541	23.910923	66.39406586	8.05952549
708	56.45404816	50.44903183	24.28578186	45.59729767	13.79872799	54.83197784	40.20415497	24.29947853	66.52368164	8.081886292
707	56.48756409	50.69699097	24.64935684	45.4479332	13.46002293	55.34843063	40.83986282	24.68128777	66.61708069	8.110264778
706	56.52097321	50.94999695	25.02449608	45.32735825	13.1197052	55.85364914	41.48926544	25.08111	66.74304962	8.161096573
705	56.5401268	51.19714355	25.3946476	45.18160248	12.78993797	56.35615158	42.11515808	25.46158409	66.84027863	8.202741623
704	56.55960846	51.44270325	25.76345634	45.03471756	12.45157051	56.84260559	42.75750732	25.85378838	66.94256592	8.261914253
703	56.57099533	51.68989944	26.13723946	44.89820099	12.12602615	57.32086945	43.35848999	26.24070358	67.05487061	8.322766304
702	56.56361008	51.93032074	26.5124836	44.74949265	11.79890442	57.78464508	43.98522949	26.64035797	67.15113068	8.399129868
701	56.5591774	52.17020035	26.88639641	44.60264206	11.47266293	58.24419785	44.61032104	27.03967857	67.25244904	8.475032806
700	56.54137421	52.40159225	27.2685051	44.45436096	11.16324806	58.68539047	45.22574234	27.41379166	67.34975433	8.563029289
699	56.50922775	52.63160706	27.64260292	44.29691696	10.85909176	59.11114883	45.84395218	27.81296921	67.43863678	8.650857925
698	56.48198318	52.86061859	28.01335716	44.1416626	10.56392765	59.54194641	46.45496368	28.21772766	67.52590179	8.75184536
697	56.439785	53.0858078	28.3966198	43.98213196	10.27297783	59.9625206	47.06186295	28.60446739	67.62572479	8.857852936
696	56.38934708	53.31544495	28.77046776	43.85201263	9.996406555	60.34780884	47.67259979	28.99882889	67.70803833	8.967129707
695	56.33813095	53.53329468	29.14288902	43.67158127	9.719080925	60.74904633	48.26515579	29.38047218	67.79151154	9.080574036
694	56.26464081	53.74996185	29.52974129	43.49886703	9.469209671	61.08800888	48.8575325	29.77508736	67.86435699	9.203381538
693	56.18846893	53.96549606	29.89131546	43.35684204	9.229545593	61.46126556	49.45386124	30.16005707	67.94973755	9.328336716
692	56.10513687	54.1792717	30.27421188	43.20049667	9.001369476	61.82588959	50.03827667	30.53328133	68.02987671	9.461918831
691	56.01404572	54.38644409	30.62973595	43.00550461	8.790734291	62.1768837	50.6208992	30.92279243	68.10434723	9.593518257
690	55.91633606	54.59471893	31.00234985	42.84760284	8.601239204	62.51491165	51.20465088	31.30908585	68.1749649	9.730059624
689	55.80340576	54.80239868	31.37665367	42.69182205	8.429637909	62.8570137	51.77568817	31.6936512	68.24923706	9.876788139
688	55.68857574	55.00024796	31.75223351	42.51242447	8.280604362	63.1806221	52.33600998	32.08012772	68.31864166	10.0202179
687	55.54549408	55.19439697	32.11641693	42.31869125	8.152206421	63.49118423	52.89038086	32.4620285	68.37447357	10.16218567
686	55.40951157	55.38482666	32.48931885	42.1451683	8.050248146	63.79722977	53.45618439	32.83557129	68.44772339	10.30444908
685	55.26421356	55.58716202	32.85529709	41.96451187	7.965143204	64.10018158	54.00504684	33.21822357	68.50938416	10.45233154
684	55.10335159	55.77186584	33.22292709	41.78085327	7.910721779	64.38767242	54.55360794	33.58967972	68.56739044	10.59012604
683	54.93568039	55.95785904	33.58963776	41.59293365	7.881266117	64.65871429	55.09220123	33.96366501	68.63010406	10.72006607
682	54.75083542	56.13786316	33.96035004	41.39131165	7.87352705	64.9315033	55.62739182	34.33138657	68.67484283	10.86019516
681	54.56494522	56.31307983	34.31882858	41.20437622	7.900491238	65.19325256	56.16007614	34.70076752	68.73156738	11.00487137
680	54.36159134	56.48957825	34.6812706	41.00559616	7.955230236	65.4426651	56.67111206	35.06652069	68.77797699	11.13999081
679	54.14610291	56.66802979	35.03852081	40.80797195	8.048870087	65.68538666	57.19710922	35.43243408	68.8263855	11.2663641
678	53.9197464	56.82714081	35.3952713	40.61053467	8.167373657	65.91932678	57.69918442	35.78424072	68.87481689	11.394104
677	53.6783638	56.99446106	35.74836349	40.40665436	8.318478584	66.1395874	58.19750595	36.140625	68.91490173	11.51959133
676	53.44813919	57.15371323	36.10272598	40.20611572	8.507052422	66.3638382	58.70072937	36.49557877	68.96266174	11.63155079
675	53.18831253	57.31277084	36.44736862	39.99549484	8.748468399	66.56575012	59.19244766	36.83550262	68.98659515	11.74321842
674	52.91706085	57.46963501	36.79261017	39.78565979	9.010822296	66.76560974	59.67297745	37.1805687	69.02442932	11.84134579
673	52.6427269	57.6299324	37.14493942	39.58256531	9.317609787	66.96096802	60.15811157	37.527668	69.06091309	11.93598747
672	52.35335159	57.77358627	37.48609161	39.365345	9.665085793	67.1443634	60.61739731	37.86077881	69.0916214	12.02411366
671	52.05126572	57.92138672	37.82602692	39.14862442	10.06204796	67.31490326	61.09194183	38.18820572	69.11975861	12.09995079
670	51.73299026	58.06550598	38.15846634	38.92938232	10.50387096	67.47623444	61.51670074	38.51450348	69.15399933	12.16904831
669	51.40523529	58.21285248	38.49159241	38.70981979	10.98064995	67.63265228	61.97341156	38.84684753	69.17108917	12.22626686
668	51.06309891	58.34560394	38.81666183	38.48083878	11.50292492	67.78142548	62.41372299	39.15466309	69.18675995	12.27031708
667	50.71450043	58.48218918	39.14747238	38.26165771	12.08021927	67.92267609	62.86634064	39.47253799	69.2042923	12.31203938
666	50.35136414	58.61684799	39.47444153	38.03119659	12.69897938	68.05712891	63.30085754	39.77988815	69.22622681	12.33777714
665	49.97020721	58.7449646	39.79029465	37.79974747	13.36842918	68.18572235	63.7316246	40.08445358	69.24314117	12.35513973
664	49.57970428	58.86473083	40.10389328	37.56446838	14.07628345	68.29602051	64.15744019	40.37937546	69.24999237	12.35634422
663	49.17935944	58.99183273	40.42127609	37.32983398	14.83557415	68.40606689	64.58104706	40.66461563	69.2645874	12.34878922
662	48.75996017	59.11200333	40.73107147	37.09358978	15.62073803	68.50975037	64.99523163	40.95311356	69.27746582	12.32902813
661	48.32402039	59.23399353	41.03925323	36.8574295	16.46015549	68.6042099	65.40236664	41.24111176	69.27987671	12.30234909
660	47.88043594	59.33732605	41.33584213	36.61589432	17.33093262	68.68271637	65.80119324	41.51213837	69.27952576	12.26113415
659	47.41533279	59.44883728	41.63879395	36.36668777	18.25573158	68.75866699	66.20038605	41.78679276	69.27462006	12.20403671
658	46.94978714	59.55527115	41.93874741	36.12206268	19.20633507	68.82631683	66.59734344	42.04767609	69.27681732	12.13834095
657	46.46352386	59.66062546	42.2269249	35.87491226	20.19433594	68.88627625	66.97732544	42.27429581	69.26824951	12.0634079
656	45.96147156	59.76252747	42.51109695	35.62042999	21.21682358	68.9431076	67.35444641	42.54334641	69.26116943	11.97661018
655	45.4486618	59.85704422	42.76581192	35.36600113	22.24847221	68.9901123	67.73291016	42.7997551	69.2505722	11.88304424
654	44.92474365	59.95636368	43.0458374	35.11632156	23.32125854	69.02708435	68.103508	43.03933334	69.24013519	11.77328777
653	44.379879	60.04078674	43.32463074	34.85546112	24.43581772	69.05312347	68.46505737	43.26446915	69.2236557	11.65387917
652	43.82487106	60.12851715	43.58973312	34.5939064	25.55155182	69.07163239	68.81681061	43.45729446	69.20320892	11.52844715
651	43.25253677	60.21146774	43.85845947	34.3313446	26.69888496	69.08146667	69.17350006	43.68733597	69.18149567	11.39637375
650	42.66622162	60.2950325	44.11968231	34.06645584	27.8636322	69.09230042	69.52476501	43.89519501	69.16172028	11.25424004
649	42.0965271	60.36522675	44.37138367	33.79327774	29.04149818	69.07854462	69.86483765	44.09651947	69.12908173	11.10560036
648	41.48868179	60.44092941	44.62341309	33.52705765	30.20447731	69.07317352	70.19543457	44.29119873	69.09864044	10.95204735
647	40.85703659	60.50642395	44.87427902	33.25436401	31.40394592	69.04724121	70.52557373	44.4863739	69.0692749	10.78944778
646	40.21644974	60.57495117	45.11576843	32.97964478	32.61743927	69.01396179	70.84749603	44.66881561	69.02540588	10.62700367
645	39.56373596	60.63233185	45.35591507	32.69962311	33.82400513	68.97679901	71.16507721	44.8441124	68.98577881	10.47549152
644	38.89857101	60.68933105	45.58697128	32.42163086	35.03103256	68.92527008	71.4683609	45.01816177	68.93900299	10.30919361
643	38.22031784	60.74502182	45.81904602	32.13968277	36.25587082	68.86888123	71.78381348	45.17464447	68.89456177	10.14208889
642	37.5296936	60.7907753	46.0407753	31.85336685	37.46697617	68.80057526	72.0925827	45.33044052	68.8451004	9.972400665
641	36.8246727	60.83628845	46.25935745	31.56514931	38.67501831	68.72605133	72.3821106	45.46940231	68.78398132	9.810209274
640	36.10969543	60.86955643	46.47735596	31.27517319	39.87970352	68.63734436	72.67459106	45.60137939	68.72702789	9.649655342
639	35.38582611	60.91020584	46.68021393	31.00495911	41.08610916	68.54420471	72.95623016	45.74243927	68.65847778	9.494292259
638	34.64945221	60.93551254	46.88341522	30.70562744	42.26609421	68.44132233	73.23647308	45.87069702	68.58673096	9.342449188
637	33.89809036	60.96465302	47.08146286	30.41260338	43.45083618	68.32080078	73.51760101	45.97758865	68.51875305	9.203726768
636	33.15223312	60.98457718	47.27014542	30.10997009	44.57024384	68.19727325	73.77492523	46.08390427	68.44322205	9.071013451
635	32.38977051	61.00881195	47.45754623	29.80794907	45.72509766	68.06738281	74.04103088	46.18567657	68.3577652	8.951975822
634	31.62338829	61.01900864	47.63917542	29.49910164	46.86112976	67.92160797	74.30023193	46.28171921	68.27631378	8.844791412
633	30.87705231	61.02783966	47.80944443	29.19375229	47.96803284	67.76413727	74.55460358	46.35913849	68.18343353	8.747611046
632	30.09513474	61.03402328	47.97756958	28.88778687	49.05501175	67.60232544	74.80341339	46.43048096	68.08921814	8.667304993
631	29.31471634	61.0334816	48.14109802	28.57580948	50.14190674	67.42686462	75.04232788	46.49916077	67.99668121	8.601895332
630	28.52845383	61.02624512	48.30220032	28.26227379	51.20468903	67.23717499	75.28385162	46.56445694	67.89735413	8.554477692
629	27.73956108	61.01907349	48.45329285	27.94535255	52.23293304	67.03811646	75.51262665	46.60525894	67.78753662	8.521386147
628	26.95379066	61.00264359	48.59376526	27.6228466	53.25075912	66.82341003	75.74645996	46.64776611	67.66937256	8.510475159
627	26.1631546	60.97905731	48.74239731	27.30522919	54.26036835	66.6062851	75.97242737	46.68165207	67.55983734	8.526652336
626	25.38092422	60.96102524	48.87334824	26.98647499	55.22427368	66.37588501	76.19012451	46.70770645	67.44145203	8.551812172
625	24.60584831	60.93704605	49.0030098	26.65811539	56.17754364	66.13039398	76.40560913	46.72451782	67.320961	8.604167938
624	23.83107567	60.89422226	49.12071609	26.33061218	57.1072197	65.86985779	76.61784363	46.734375	67.18202209	8.674092293
623	23.06495476	60.85720444	49.24442291	26.01250267	58.01340103	65.60671997	76.82190704	46.72794342	67.05526733	8.768899918
622	22.30325317	60.81721115	49.34981918	25.6795826	58.89928818	65.32578278	77.02425385	46.71848679	66.91557312	8.885123253
621	21.5639267	60.76457977	49.45143127	25.34700966	59.75608063	65.02397919	77.2141037	46.69064331	66.76866913	9.021950722
620	20.85218048	60.6733284	49.55123138	25.01808929	60.55547714	64.72227478	77.41059113	46.6639595	66.63347626	9.185627937
619	20.13355827	60.61270142	49.64445496	24.68562508	61.36504364	64.40327454	77.60449219	46.62269211	66.47238922	9.367035866
618	19.42636871	60.54500961	49.72507477	24.34116364	62.15434265	64.06253052	77.78031158	46.57234955	66.30980682	9.573646545
617	18.75177574	60.49955368	49.80382919	24.01117134	62.91623306	63.71221542	77.9571991	46.51856995	66.15010834	9.79103756
616	18.09405327	60.44381332	49.87783432	23.67386818	63.66950989	63.35409164	78.13591003	46.44323349	65.98816681	10.03048134
615	17.45807838	60.36530685	49.94110489	23.34290695	64.39888763	62.98061752	78.30795288	46.36277008	65.8207016	10.28704643
614	16.85644913	60.28523254	50.00147247	22.99962616	65.10224915	62.59124374	78.47639465	46.28030014	65.64828491	10.55038738
613	16.28029823	60.1988945	50.05451965	22.66692924	65.78437042	62.19516373	78.65024567	46.18357849	65.47673035	10.83478165
612	15.73223877	60.10722733	50.10714722	22.33353424	66.44730377	61.77153778	78.81080627	46.07261276	65.2906189	11.13349628
611	15.21374798	60.01593018	50.14697266	21.99001694	67.08774567	61.33618546	78.97261047	45.95199203	65.10387421	11.44220638
610	14.73355389	59.91365433	50.18880463	21.65180969	67.72476196	60.89484024	79.13632202	45.82169724	64.92015839	11.7597847
609	14.28449535	59.81363297	50.22012711	21.32287216	68.32032013	60.43798447	79.28612518	45.68179321	64.72209167	12.07854271
608	13.85773659	59.69213486	50.24486923	20.99897766	68.90776062	59.99865341	79.43766022	45.52833176	64.52518463	12.40463829
607	13.46857548	59.57268143	50.26423645	20.66047859	69.466362	59.49885178	79.58235931	45.35842514	64.31433868	12.72872639
606	13.10745525	59.45329666	50.27367783	20.32664299	70.01700592	58.99251938	79.72715759	45.17543411	64.10534668	13.04769707
